Entity,Code,Date,TotalTestsPerK
Canada,CAN,22-Mar-20,2.628
Canada,CAN,23-Mar-20,2.849
Canada,CAN,24-Mar-20,3.326
Canada,CAN,25-Mar-20,3.78
Canada,CAN,26-Mar-20,4.298
Canada,CAN,27-Mar-20,4.538
Canada,CAN,28-Mar-20,4.899
Canada,CAN,29-Mar-20,5.596
Canada,CAN,30-Mar-20,6.413
Canada,CAN,01-Apr-20,6.833
Canada,CAN,02-Apr-20,7.131
Canada,CAN,03-Apr-20,7.847
Canada,CAN,04-Apr-20,8.296
Canada,CAN,05-Apr-20,8.905
Canada,CAN,06-Apr-20,8.957
Canada,CAN,07-Apr-20,9.215
Canada,CAN,08-Apr-20,9.554
Canada,CAN,09-Apr-20,9.935
Canada,CAN,10-Apr-20,10.194
Canada,CAN,11-Apr-20,10.679
Canada,CAN,12-Apr-20,10.761
Canada,CAN,13-Apr-20,11.406
Canada,CAN,14-Apr-20,11.986
Canada,CAN,15-Apr-20,12.296
Canada,CAN,16-Apr-20,12.953
Canada,CAN,17-Apr-20,13.377
Canada,CAN,18-Apr-20,13.728
Canada,CAN,19-Apr-20,14.256
Canada,CAN,20-Apr-20,14.774
Canada,CAN,21-Apr-20,15.05
Canada,CAN,22-Apr-20,15.327
Canada,CAN,23-Apr-20,16.491
Canada,CAN,24-Apr-20,17.11
Chile,CHL,01-Apr-20,2.059
Chile,CHL,02-Apr-20,2.205
Chile,CHL,03-Apr-20,2.389
Chile,CHL,04-Apr-20,2.632
Chile,CHL,05-Apr-20,2.813
Chile,CHL,06-Apr-20,2.97
Chile,CHL,07-Apr-20,3.092
Chile,CHL,08-Apr-20,3.269
Chile,CHL,09-Apr-20,3.7
Chile,CHL,10-Apr-20,3.941
Chile,CHL,11-Apr-20,4.134
Chile,CHL,12-Apr-20,4.454
Chile,CHL,13-Apr-20,4.603
Chile,CHL,14-Apr-20,4.753
Chile,CHL,15-Apr-20,4.973
Chile,CHL,16-Apr-20,5.328
Chile,CHL,17-Apr-20,5.623
Chile,CHL,18-Apr-20,5.895
Chile,CHL,19-Apr-20,6.152
Chile,CHL,20-Apr-20,6.433
Chile,CHL,21-Apr-20,6.624
Chile,CHL,22-Apr-20,6.968
Chile,CHL,23-Apr-20,7.316
Chile,CHL,24-Apr-20,7.701
Colombia,COL,04-Mar-20,0.001
Colombia,COL,05-Mar-20,0.001
Colombia,COL,06-Mar-20,0.001
Colombia,COL,07-Mar-20,0.003
Colombia,COL,08-Mar-20,0.003
Colombia,COL,09-Mar-20,0.004
Colombia,COL,10-Mar-20,0.005
Colombia,COL,11-Mar-20,0.009
Colombia,COL,12-Mar-20,0.013
Colombia,COL,13-Mar-20,0.02
Colombia,COL,14-Mar-20,0.023
Colombia,COL,15-Mar-20,0.025
Colombia,COL,16-Mar-20,0.031
Colombia,COL,17-Mar-20,0.033
Colombia,COL,18-Mar-20,0.046
Colombia,COL,19-Mar-20,0.049
Colombia,COL,20-Mar-20,0.069
Colombia,COL,21-Mar-20,0.08
Colombia,COL,22-Mar-20,0.093
Colombia,COL,23-Mar-20,0.118
Colombia,COL,24-Mar-20,0.123
Colombia,COL,25-Mar-20,0.189
Colombia,COL,26-Mar-20,0.217
Colombia,COL,27-Mar-20,0.23
Colombia,COL,28-Mar-20,0.269
Colombia,COL,29-Mar-20,0.286
Colombia,COL,30-Mar-20,0.313
Colombia,COL,31-Mar-20,0.339
Colombia,COL,01-Apr-20,0.363
Colombia,COL,02-Apr-20,0.401
Colombia,COL,03-Apr-20,0.423
Colombia,COL,04-Apr-20,0.445
Colombia,COL,05-Apr-20,0.476
Colombia,COL,06-Apr-20,0.511
Colombia,COL,07-Apr-20,0.561
Colombia,COL,08-Apr-20,0.588
Colombia,COL,09-Apr-20,0.66
Colombia,COL,10-Apr-20,0.709
Colombia,COL,11-Apr-20,0.76
Colombia,COL,12-Apr-20,0.809
Colombia,COL,13-Apr-20,0.95
Colombia,COL,14-Apr-20,1.007
Colombia,COL,15-Apr-20,1.042
Colombia,COL,16-Apr-20,1.102
Colombia,COL,17-Apr-20,1.146
Colombia,COL,18-Apr-20,1.193
Colombia,COL,19-Apr-20,1.271
Colombia,COL,20-Apr-20,1.341
Colombia,COL,21-Apr-20,1.393
Colombia,COL,22-Apr-20,1.46
Colombia,COL,23-Apr-20,1.492
Costa Rica,CRI,11-Mar-20,0.013
Costa Rica,CRI,12-Mar-20,0.031
Costa Rica,CRI,13-Mar-20,0.048
Costa Rica,CRI,14-Mar-20,0.073
Costa Rica,CRI,15-Mar-20,0.082
Costa Rica,CRI,16-Mar-20,0.116
Costa Rica,CRI,17-Mar-20,0.138
Costa Rica,CRI,18-Mar-20,0.169
Costa Rica,CRI,19-Mar-20,0.192
Costa Rica,CRI,20-Mar-20,0.215
Costa Rica,CRI,21-Mar-20,0.245
Costa Rica,CRI,22-Mar-20,0.29
Costa Rica,CRI,23-Mar-20,0.321
Costa Rica,CRI,24-Mar-20,0.354
Costa Rica,CRI,25-Mar-20,0.359
Costa Rica,CRI,26-Mar-20,0.494
Costa Rica,CRI,27-Mar-20,0.59
Costa Rica,CRI,28-Mar-20,0.622
Costa Rica,CRI,29-Mar-20,0.666
Costa Rica,CRI,30-Mar-20,0.718
Costa Rica,CRI,31-Mar-20,0.748
Costa Rica,CRI,01-Apr-20,0.822
Costa Rica,CRI,02-Apr-20,0.848
Costa Rica,CRI,03-Apr-20,0.87
Costa Rica,CRI,04-Apr-20,0.908
Costa Rica,CRI,05-Apr-20,0.996
Costa Rica,CRI,06-Apr-20,1.049
Costa Rica,CRI,07-Apr-20,1.081
Costa Rica,CRI,08-Apr-20,1.182
Costa Rica,CRI,09-Apr-20,1.234
Costa Rica,CRI,10-Apr-20,1.265
Costa Rica,CRI,11-Apr-20,1.296
Costa Rica,CRI,12-Apr-20,1.326
Costa Rica,CRI,13-Apr-20,1.347
Costa Rica,CRI,14-Apr-20,1.362
Costa Rica,CRI,15-Apr-20,1.401
Costa Rica,CRI,16-Apr-20,1.443
Costa Rica,CRI,17-Apr-20,1.477
Costa Rica,CRI,18-Apr-20,1.522
Costa Rica,CRI,19-Apr-20,1.532
Costa Rica,CRI,20-Apr-20,1.551
Costa Rica,CRI,21-Apr-20,1.604
Costa Rica,CRI,22-Apr-20,1.664
Costa Rica,CRI,23-Apr-20,1.714
Croatia,HRV,03-Mar-20,0.06
Croatia,HRV,04-Mar-20,0.062
Croatia,HRV,05-Mar-20,0.066
Croatia,HRV,06-Mar-20,0.073
Croatia,HRV,07-Mar-20,0.077
Croatia,HRV,08-Mar-20,0.079
Croatia,HRV,09-Mar-20,0.084
Croatia,HRV,10-Mar-20,0.089
Croatia,HRV,12-Mar-20,0.117
Croatia,HRV,13-Mar-20,0.134
Croatia,HRV,14-Mar-20,0.158
Croatia,HRV,15-Mar-20,0.181
Croatia,HRV,16-Mar-20,0.214
Croatia,HRV,17-Mar-20,0.269
Croatia,HRV,18-Mar-20,0.287
Croatia,HRV,19-Mar-20,0.307
Croatia,HRV,24-Mar-20,0.768
Croatia,HRV,25-Mar-20,0.879
Croatia,HRV,26-Mar-20,1.022
Croatia,HRV,27-Mar-20,1.161
Croatia,HRV,28-Mar-20,1.267
Croatia,HRV,29-Mar-20,1.433
Croatia,HRV,30-Mar-20,1.556
Croatia,HRV,31-Mar-20,1.704
Croatia,HRV,01-Apr-20,1.866
Croatia,HRV,02-Apr-20,2.029
Croatia,HRV,03-Apr-20,2.247
Croatia,HRV,04-Apr-20,2.389
Croatia,HRV,05-Apr-20,2.635
Croatia,HRV,06-Apr-20,2.785
Croatia,HRV,07-Apr-20,2.994
Croatia,HRV,08-Apr-20,3.189
Croatia,HRV,09-Apr-20,3.324
Croatia,HRV,10-Apr-20,3.55
Croatia,HRV,11-Apr-20,3.812
Croatia,HRV,12-Apr-20,3.98
Croatia,HRV,13-Apr-20,4.322
Croatia,HRV,14-Apr-20,4.46
Croatia,HRV,15-Apr-20,4.678
Croatia,HRV,16-Apr-20,4.898
Croatia,HRV,17-Apr-20,5.091
Croatia,HRV,18-Apr-20,5.259
Croatia,HRV,19-Apr-20,5.876
Croatia,HRV,20-Apr-20,6.465
Croatia,HRV,22-Apr-20,6.709
Croatia,HRV,23-Apr-20,7.01
Croatia,HRV,24-Apr-20,7.34
Cuba,CUB,22-Mar-20,0.045
Cuba,CUB,23-Mar-20,0.054
Cuba,CUB,24-Mar-20,0.064
Cuba,CUB,25-Mar-20,0.078
Cuba,CUB,26-Mar-20,0.09
Cuba,CUB,27-Mar-20,0.119
Cuba,CUB,28-Mar-20,0.145
Cuba,CUB,29-Mar-20,0.175
Cuba,CUB,30-Mar-20,0.202
Cuba,CUB,31-Mar-20,0.241
Cuba,CUB,01-Apr-20,0.291
Cuba,CUB,02-Apr-20,0.361
Cuba,CUB,03-Apr-20,0.453
Cuba,CUB,04-Apr-20,0.557
Cuba,CUB,05-Apr-20,0.623
Cuba,CUB,06-Apr-20,0.715
Cuba,CUB,07-Apr-20,0.819
Cuba,CUB,08-Apr-20,0.933
Cuba,CUB,09-Apr-20,1.046
Cuba,CUB,10-Apr-20,1.145
Cuba,CUB,11-Apr-20,1.31
Cuba,CUB,12-Apr-20,1.49
Cuba,CUB,13-Apr-20,1.633
Cuba,CUB,14-Apr-20,1.779
Cuba,CUB,15-Apr-20,1.9
Cuba,CUB,16-Apr-20,2.028
Cuba,CUB,17-Apr-20,2.193
Cuba,CUB,18-Apr-20,2.347
Cuba,CUB,19-Apr-20,2.488
Cuba,CUB,20-Apr-20,2.646
Cuba,CUB,21-Apr-20,2.808
Cuba,CUB,22-Apr-20,2.979
Cuba,CUB,23-Apr-20,3.143
Czech Republic,CZE,27-Jan-20,0.002
Czech Republic,CZE,28-Jan-20,0.003
Czech Republic,CZE,29-Jan-20,0.003
Czech Republic,CZE,30-Jan-20,0.003
Czech Republic,CZE,31-Jan-20,0.003
Czech Republic,CZE,01-Feb-20,0.004
Czech Republic,CZE,02-Feb-20,0.004
Czech Republic,CZE,03-Feb-20,0.005
Czech Republic,CZE,04-Feb-20,0.005
Czech Republic,CZE,06-Feb-20,0.005
Czech Republic,CZE,07-Feb-20,0.006
Czech Republic,CZE,09-Feb-20,0.006
Czech Republic,CZE,10-Feb-20,0.007
Czech Republic,CZE,11-Feb-20,0.007
Czech Republic,CZE,12-Feb-20,0.007
Czech Republic,CZE,13-Feb-20,0.007
Czech Republic,CZE,15-Feb-20,0.007
Czech Republic,CZE,16-Feb-20,0.007
Czech Republic,CZE,17-Feb-20,0.008
Czech Republic,CZE,19-Feb-20,0.008
Czech Republic,CZE,22-Feb-20,0.008
Czech Republic,CZE,23-Feb-20,0.008
Czech Republic,CZE,24-Feb-20,0.009
Czech Republic,CZE,25-Feb-20,0.011
Czech Republic,CZE,26-Feb-20,0.013
Czech Republic,CZE,27-Feb-20,0.016
Czech Republic,CZE,28-Feb-20,0.018
Czech Republic,CZE,29-Feb-20,0.019
Czech Republic,CZE,01-Mar-20,0.02
Czech Republic,CZE,02-Mar-20,0.025
Czech Republic,CZE,03-Mar-20,0.032
Czech Republic,CZE,04-Mar-20,0.038
Czech Republic,CZE,05-Mar-20,0.045
Czech Republic,CZE,06-Mar-20,0.056
Czech Republic,CZE,07-Mar-20,0.074
Czech Republic,CZE,08-Mar-20,0.087
Czech Republic,CZE,09-Mar-20,0.112
Czech Republic,CZE,10-Mar-20,0.128
Czech Republic,CZE,11-Mar-20,0.171
Czech Republic,CZE,12-Mar-20,0.221
Czech Republic,CZE,13-Mar-20,0.291
Czech Republic,CZE,14-Mar-20,0.382
Czech Republic,CZE,15-Mar-20,0.477
Czech Republic,CZE,16-Mar-20,0.593
Czech Republic,CZE,17-Mar-20,0.721
Czech Republic,CZE,18-Mar-20,0.884
Czech Republic,CZE,19-Mar-20,1.093
Czech Republic,CZE,20-Mar-20,1.289
Czech Republic,CZE,21-Mar-20,1.466
Czech Republic,CZE,22-Mar-20,1.634
Czech Republic,CZE,23-Mar-20,1.846
Czech Republic,CZE,24-Mar-20,2.125
Czech Republic,CZE,25-Mar-20,2.511
Czech Republic,CZE,26-Mar-20,2.927
Czech Republic,CZE,27-Mar-20,3.421
Czech Republic,CZE,28-Mar-20,3.828
Czech Republic,CZE,29-Mar-20,4.091
Czech Republic,CZE,30-Mar-20,4.59
Czech Republic,CZE,31-Mar-20,5.174
Czech Republic,CZE,01-Apr-20,5.736
Czech Republic,CZE,02-Apr-20,6.327
Czech Republic,CZE,03-Apr-20,6.975
Czech Republic,CZE,04-Apr-20,7.552
Czech Republic,CZE,05-Apr-20,7.995
Czech Republic,CZE,06-Apr-20,8.581
Czech Republic,CZE,07-Apr-20,9.28
Czech Republic,CZE,08-Apr-20,10.048
Czech Republic,CZE,09-Apr-20,10.801
Czech Republic,CZE,10-Apr-20,11.312
Czech Republic,CZE,11-Apr-20,11.767
Czech Republic,CZE,12-Apr-20,12.071
Czech Republic,CZE,13-Apr-20,12.371
Czech Republic,CZE,14-Apr-20,12.947
Czech Republic,CZE,15-Apr-20,13.731
Czech Republic,CZE,16-Apr-20,14.512
Czech Republic,CZE,17-Apr-20,15.285
Czech Republic,CZE,18-Apr-20,15.808
Czech Republic,CZE,19-Apr-20,16.187
Czech Republic,CZE,20-Apr-20,16.798
Czech Republic,CZE,21-Apr-20,17.578
Czech Republic,CZE,22-Apr-20,18.407
Czech Republic,CZE,23-Apr-20,19.149
Denmark,DNK,20-Mar-20,1.851
Denmark,DNK,21-Mar-20,2.011
Denmark,DNK,23-Mar-20,2.232
Denmark,DNK,24-Mar-20,2.413
Denmark,DNK,25-Mar-20,2.581
Denmark,DNK,27-Mar-20,2.98
Denmark,DNK,29-Mar-20,3.484
Denmark,DNK,30-Mar-20,3.733
Denmark,DNK,31-Mar-20,4.17
