Entity,Code,Date,TotalTests
Croatia,HRV,15-Mar-20,96
Croatia,HRV,16-Mar-20,135
Croatia,HRV,17-Mar-20,229
Croatia,HRV,18-Mar-20,72
Croatia,HRV,19-Mar-20,83
Croatia,HRV,25-Mar-20,459
Croatia,HRV,26-Mar-20,590
Croatia,HRV,27-Mar-20,570
Croatia,HRV,28-Mar-20,437
Croatia,HRV,29-Mar-20,685
Croatia,HRV,30-Mar-20,504
Croatia,HRV,31-Mar-20,611
Croatia,HRV,01-Apr-20,665
Croatia,HRV,02-Apr-20,672
Croatia,HRV,03-Apr-20,898
Croatia,HRV,04-Apr-20,583
Croatia,HRV,05-Apr-20,1014
Croatia,HRV,06-Apr-20,617
Croatia,HRV,07-Apr-20,858
Croatia,HRV,08-Apr-20,803
Croatia,HRV,09-Apr-20,555
Croatia,HRV,10-Apr-20,932
Croatia,HRV,11-Apr-20,1079
Croatia,HRV,12-Apr-20,690
Croatia,HRV,13-Apr-20,1409
Croatia,HRV,14-Apr-20,569
Croatia,HRV,15-Apr-20,897
Croatia,HRV,16-Apr-20,902
Croatia,HRV,17-Apr-20,795
Croatia,HRV,18-Apr-20,694
Croatia,HRV,19-Apr-20,2539
Croatia,HRV,20-Apr-20,2424
Croatia,HRV,23-Apr-20,1239
Croatia,HRV,24-Apr-20,1360
Croatia,HRV,25-Apr-20,700
Croatia,HRV,26-Apr-20,709
Croatia,HRV,27-Apr-20,1195
Croatia,HRV,28-Apr-20,760
Croatia,HRV,29-Apr-20,899
Croatia,HRV,30-Apr-20,1745
Cuba,CUB,23-Mar-20,107
Cuba,CUB,24-Mar-20,113
Cuba,CUB,25-Mar-20,155
Cuba,CUB,26-Mar-20,146
Cuba,CUB,27-Mar-20,329
Cuba,CUB,28-Mar-20,297
Cuba,CUB,29-Mar-20,342
Cuba,CUB,30-Mar-20,315
Cuba,CUB,31-Mar-20,444
Cuba,CUB,01-Apr-20,576
Cuba,CUB,02-Apr-20,803
Cuba,CUB,03-Apr-20,1057
Cuba,CUB,04-Apr-20,1201
Cuba,CUB,05-Apr-20,764
Cuba,CUB,06-Apr-20,1056
Cuba,CUB,07-Apr-20,1187
Cuba,CUB,08-Apr-20,1315
Cuba,CUB,09-Apr-20,1298
Cuba,CUB,10-Apr-20,1139
Cuba,CUB,11-Apr-20,1895
Cuba,CUB,12-Apr-20,2076
Cuba,CUB,13-Apr-20,1634
Cuba,CUB,14-Apr-20,1684
Cuba,CUB,15-Apr-20,1386
Cuba,CUB,16-Apr-20,1480
Cuba,CUB,17-Apr-20,1895
Cuba,CUB,18-Apr-20,1770
Cuba,CUB,19-Apr-20,1616
Cuba,CUB,20-Apr-20,1818
Cuba,CUB,21-Apr-20,1860
Cuba,CUB,22-Apr-20,1967
Cuba,CUB,23-Apr-20,1891
Cuba,CUB,24-Apr-20,1857
Cuba,CUB,25-Apr-20,1837
Cuba,CUB,26-Apr-20,1823
Cuba,CUB,27-Apr-20,1857
Cuba,CUB,28-Apr-20,1836
Cuba,CUB,29-Apr-20,2003
Czech Republic,CZE,28-Jan-20,8
Czech Republic,CZE,29-Jan-20,5
Czech Republic,CZE,30-Jan-20,1
Czech Republic,CZE,31-Jan-20,3
Czech Republic,CZE,01-Feb-20,1
Czech Republic,CZE,02-Feb-20,5
Czech Republic,CZE,03-Feb-20,5
Czech Republic,CZE,04-Feb-20,5
Czech Republic,CZE,07-Feb-20,6
Czech Republic,CZE,10-Feb-20,8
Czech Republic,CZE,11-Feb-20,2
Czech Republic,CZE,12-Feb-20,1
Czech Republic,CZE,13-Feb-20,1
Czech Republic,CZE,16-Feb-20,1
Czech Republic,CZE,17-Feb-20,2
Czech Republic,CZE,23-Feb-20,3
Czech Republic,CZE,24-Feb-20,12
Czech Republic,CZE,25-Feb-20,14
Czech Republic,CZE,26-Feb-20,23
Czech Republic,CZE,27-Feb-20,35
Czech Republic,CZE,28-Feb-20,23
Czech Republic,CZE,29-Feb-20,7
Czech Republic,CZE,01-Mar-20,11
Czech Republic,CZE,02-Mar-20,51
Czech Republic,CZE,03-Mar-20,78
Czech Republic,CZE,04-Mar-20,67
Czech Republic,CZE,05-Mar-20,76
Czech Republic,CZE,06-Mar-20,111
Czech Republic,CZE,07-Mar-20,193
Czech Republic,CZE,08-Mar-20,141
Czech Republic,CZE,09-Mar-20,265
Czech Republic,CZE,10-Mar-20,165
Czech Republic,CZE,11-Mar-20,458
Czech Republic,CZE,12-Mar-20,537
Czech Republic,CZE,13-Mar-20,741
Czech Republic,CZE,14-Mar-20,971
Czech Republic,CZE,15-Mar-20,1003
Czech Republic,CZE,16-Mar-20,1234
Czech Republic,CZE,17-Mar-20,1362
Czech Republic,CZE,18-Mar-20,1738
Czech Republic,CZE,19-Mar-20,2217
Czech Republic,CZE,20-Mar-20,2085
Czech Republic,CZE,21-Mar-20,1880
Czech Republic,CZE,22-Mar-20,1793
Czech Republic,CZE,23-Mar-20,2247
Czech Republic,CZE,24-Mar-20,2976
Czech Republic,CZE,25-Mar-20,4098
Czech Republic,CZE,26-Mar-20,4429
Czech Republic,CZE,27-Mar-20,5247
Czech Republic,CZE,28-Mar-20,4326
Czech Republic,CZE,29-Mar-20,2798
Czech Republic,CZE,30-Mar-20,5313
Czech Republic,CZE,31-Mar-20,6206
Czech Republic,CZE,01-Apr-20,5973
Czech Republic,CZE,02-Apr-20,6291
Czech Republic,CZE,03-Apr-20,6889
Czech Republic,CZE,04-Apr-20,6134
Czech Republic,CZE,05-Apr-20,4710
Czech Republic,CZE,06-Apr-20,6233
Czech Republic,CZE,07-Apr-20,7434
Czech Republic,CZE,08-Apr-20,8164
Czech Republic,CZE,09-Apr-20,8009
Czech Republic,CZE,10-Apr-20,5431
Czech Republic,CZE,11-Apr-20,4841
Czech Republic,CZE,12-Apr-20,3233
Czech Republic,CZE,13-Apr-20,3183
Czech Republic,CZE,14-Apr-20,6130
Czech Republic,CZE,15-Apr-20,8332
Czech Republic,CZE,16-Apr-20,8303
Czech Republic,CZE,17-Apr-20,8226
Czech Republic,CZE,18-Apr-20,5563
Czech Republic,CZE,19-Apr-20,4027
Czech Republic,CZE,20-Apr-20,6494
Czech Republic,CZE,21-Apr-20,8301
Czech Republic,CZE,22-Apr-20,8815
Czech Republic,CZE,23-Apr-20,7899
Czech Republic,CZE,24-Apr-20,7129
Czech Republic,CZE,25-Apr-20,4446
Czech Republic,CZE,26-Apr-20,3381
Czech Republic,CZE,27-Apr-20,7732
Czech Republic,CZE,28-Apr-20,8745
Czech Republic,CZE,29-Apr-20,7023
Denmark,DNK,20-Mar-20,2810
Denmark,DNK,21-Mar-20,694
Denmark,DNK,22-Mar-20,492
Denmark,DNK,23-Mar-20,913
Denmark,DNK,26-Mar-20,1111
Denmark,DNK,27-Mar-20,1294
Denmark,DNK,28-Mar-20,1535
Denmark,DNK,29-Mar-20,1388
Denmark,DNK,30-Mar-20,1180
Denmark,DNK,31-Mar-20,2385
Denmark,DNK,01-Apr-20,3013
Denmark,DNK,02-Apr-20,3145
Denmark,DNK,03-Apr-20,4467
Denmark,DNK,04-Apr-20,5540
Denmark,DNK,05-Apr-20,3806
Denmark,DNK,06-Apr-20,3182
Denmark,DNK,07-Apr-20,4628
Denmark,DNK,08-Apr-20,5991
Denmark,DNK,09-Apr-20,4675
Denmark,DNK,10-Apr-20,2521
Denmark,DNK,11-Apr-20,3040
Denmark,DNK,12-Apr-20,2354
Denmark,DNK,13-Apr-20,1974
Denmark,DNK,14-Apr-20,1820
Denmark,DNK,15-Apr-20,3793
Denmark,DNK,16-Apr-20,4668
Denmark,DNK,17-Apr-20,4644
Denmark,DNK,18-Apr-20,4413
Denmark,DNK,19-Apr-20,2840
Denmark,DNK,20-Apr-20,1967
Denmark,DNK,21-Apr-20,4299
Denmark,DNK,22-Apr-20,7922
Denmark,DNK,23-Apr-20,8156
Denmark,DNK,24-Apr-20,8708
Denmark,DNK,25-Apr-20,11409
Denmark,DNK,26-Apr-20,10177
Denmark,DNK,27-Apr-20,8895
Denmark,DNK,30-Apr-20,13103
Ecuador,ECU,19-Mar-20,192
Ecuador,ECU,20-Mar-20,287
Ecuador,ECU,21-Mar-20,222
Ecuador,ECU,22-Mar-20,480
Ecuador,ECU,23-Mar-20,411
Ecuador,ECU,24-Mar-20,235
Ecuador,ECU,25-Mar-20,291
Ecuador,ECU,26-Mar-20,527
Ecuador,ECU,27-Mar-20,443
Ecuador,ECU,28-Mar-20,367
