Country,Code,Date,TotalConfirmedDeaths,DailyNewConfirmedDeaths
Africa,,13-Mar-20,159,41
Africa,,14-Mar-20,202,43
Africa,,15-Mar-20,239,37
Africa,,16-Mar-20,324,85
Africa,,17-Mar-20,402,78
Africa,,18-Mar-20,494,92
Africa,,19-Mar-20,633,139
Africa,,20-Mar-20,744,111
Africa,,21-Mar-20,975,231
Africa,,22-Mar-20,1176,201
Africa,,23-Mar-20,1389,213
Africa,,24-Mar-20,1738,349
Africa,,25-Mar-20,2203,465
Africa,,26-Mar-20,2690,487
Africa,,27-Mar-20,3278,588
Africa,,28-Mar-20,3804,526
Africa,,29-Mar-20,4124,320
Africa,,30-Mar-20,4629,505
Africa,,31-Mar-20,5137,508
Africa,,01-Apr-20,5626,489
Africa,,02-Apr-20,6248,622
Africa,,03-Apr-20,6883,635
Africa,,04-Apr-20,7508,625
Africa,,05-Apr-20,8440,932
Africa,,06-Apr-20,9175,735
Africa,,07-Apr-20,9802,627
Africa,,08-Apr-20,10524,722
Africa,,09-Apr-20,11446,922
Africa,,10-Apr-20,12280,834
Africa,,11-Apr-20,12952,672
Africa,,12-Apr-20,13666,714
Africa,,13-Apr-20,14522,856
Africa,,14-Apr-20,15291,769
Africa,,15-Apr-20,16281,990
Africa,,16-Apr-20,17243,962
Africa,,17-Apr-20,18329,1086
Africa,,18-Apr-20,19897,1568
Africa,,19-Apr-20,21057,1160
Africa,,20-Apr-20,22303,1246
Africa,,21-Apr-20,23267,964
Africa,,22-Apr-20,24617,1350
Africa,,23-Apr-20,25686,1069
Africa,,24-Apr-20,27221,1535
Africa,,25-Apr-20,29075,1854
Africa,,26-Apr-20,30316,1241
Africa,,27-Apr-20,31748,1432
Africa,,28-Apr-20,33164,1416
Africa,,29-Apr-20,34934,1770
Africa,,30-Apr-20,36737,1803
Africa,,01-May-20,38852,2115
Africa,,02-May-20,40759,1907
Albania,ALB,09-Mar-20,2,2
Albania,ALB,10-Mar-20,6,4
Albania,ALB,11-Mar-20,10,4
Albania,ALB,12-Mar-20,11,1
Albania,ALB,13-Mar-20,23,12
Albania,ALB,14-Mar-20,33,10
Albania,ALB,15-Mar-20,38,5
Albania,ALB,16-Mar-20,42,4
Albania,ALB,17-Mar-20,51,9
Albania,ALB,18-Mar-20,55,4
Albania,ALB,19-Mar-20,59,4
Albania,ALB,20-Mar-20,70,11
Albania,ALB,21-Mar-20,70,
Albania,ALB,22-Mar-20,76,6
Albania,ALB,23-Mar-20,89,13
Albania,ALB,24-Mar-20,100,11
Albania,ALB,25-Mar-20,123,23
Albania,ALB,26-Mar-20,146,23
Albania,ALB,27-Mar-20,174,28
Albania,ALB,28-Mar-20,186,12
Albania,ALB,29-Mar-20,197,11
Albania,ALB,30-Mar-20,212,15
Albania,ALB,31-Mar-20,223,11
Albania,ALB,01-Apr-20,243,20
Albania,ALB,02-Apr-20,259,16
Albania,ALB,03-Apr-20,277,18
Albania,ALB,04-Apr-20,304,27
Albania,ALB,05-Apr-20,333,29
Albania,ALB,06-Apr-20,361,28
Albania,ALB,07-Apr-20,377,16
Albania,ALB,08-Apr-20,383,6
Albania,ALB,09-Apr-20,400,17
Albania,ALB,10-Apr-20,409,9
Albania,ALB,11-Apr-20,416,7
Albania,ALB,12-Apr-20,433,17
Albania,ALB,13-Apr-20,446,13
Albania,ALB,14-Apr-20,467,21
Albania,ALB,15-Apr-20,475,8
Albania,ALB,16-Apr-20,494,19
Albania,ALB,17-Apr-20,518,24
Albania,ALB,18-Apr-20,539,21
Albania,ALB,19-Apr-20,548,9
Albania,ALB,20-Apr-20,562,14
Albania,ALB,21-Apr-20,584,22
Albania,ALB,22-Apr-20,609,25
Albania,ALB,23-Apr-20,634,25
Albania,ALB,24-Apr-20,663,29
Albania,ALB,25-Apr-20,678,15
Albania,ALB,26-Apr-20,712,34
Albania,ALB,27-Apr-20,726,14
Albania,ALB,28-Apr-20,736,10
Albania,ALB,29-Apr-20,750,14
Albania,ALB,30-Apr-20,766,16
Albania,ALB,01-May-20,773,7
Albania,ALB,02-May-20,782,9
Algeria,DZA,26-Feb-20,1,1
Algeria,DZA,27-Feb-20,1,
Algeria,DZA,28-Feb-20,1,
Algeria,DZA,29-Feb-20,1,
Algeria,DZA,01-Mar-20,3,2
Algeria,DZA,02-Mar-20,3,
Algeria,DZA,04-Mar-20,5,2
Algeria,DZA,05-Mar-20,12,7
Algeria,DZA,06-Mar-20,17,5
Algeria,DZA,09-Mar-20,20,3
Algeria,DZA,12-Mar-20,20,
Algeria,DZA,13-Mar-20,25,5
Algeria,DZA,14-Mar-20,26,1
Algeria,DZA,15-Mar-20,37,11
Algeria,DZA,16-Mar-20,48,11
Algeria,DZA,17-Mar-20,58,10
Algeria,DZA,18-Mar-20,60,2
Algeria,DZA,19-Mar-20,72,12
Algeria,DZA,20-Mar-20,90,18
Algeria,DZA,21-Mar-20,102,12
Algeria,DZA,22-Mar-20,139,37
Algeria,DZA,23-Mar-20,201,62
Algeria,DZA,24-Mar-20,230,29
Algeria,DZA,25-Mar-20,264,34
Algeria,DZA,26-Mar-20,302,38
Algeria,DZA,27-Mar-20,367,65
Algeria,DZA,28-Mar-20,409,42
Algeria,DZA,29-Mar-20,454,45
Algeria,DZA,30-Mar-20,511,57
Algeria,DZA,31-Mar-20,584,73
Algeria,DZA,01-Apr-20,716,132
Algeria,DZA,02-Apr-20,847,131
Algeria,DZA,03-Apr-20,986,139
Algeria,DZA,04-Apr-20,1171,185
Algeria,DZA,05-Apr-20,1251,80
Algeria,DZA,06-Apr-20,1320,69
Algeria,DZA,07-Apr-20,1423,103
Algeria,DZA,08-Apr-20,1468,45
Algeria,DZA,09-Apr-20,1572,104
Algeria,DZA,10-Apr-20,1666,94
Algeria,DZA,11-Apr-20,1761,95
Algeria,DZA,12-Apr-20,1825,64
Algeria,DZA,13-Apr-20,1914,89
Algeria,DZA,14-Apr-20,1983,69
Algeria,DZA,15-Apr-20,2070,87
Algeria,DZA,16-Apr-20,2160,90
Algeria,DZA,17-Apr-20,2268,108
Algeria,DZA,18-Apr-20,2418,150
Algeria,DZA,19-Apr-20,2535,117
Algeria,DZA,20-Apr-20,2629,94
Algeria,DZA,21-Apr-20,2718,89
Algeria,DZA,22-Apr-20,2811,93
Algeria,DZA,23-Apr-20,2910,99
Algeria,DZA,24-Apr-20,3007,97
Algeria,DZA,25-Apr-20,3127,120
Algeria,DZA,26-Apr-20,3256,129
Algeria,DZA,27-Apr-20,3382,126
Algeria,DZA,28-Apr-20,3517,135
Algeria,DZA,29-Apr-20,3649,132
Algeria,DZA,30-Apr-20,3848,199
Algeria,DZA,01-May-20,4006,158
Algeria,DZA,02-May-20,4154,148
Andorra,AND,03-Mar-20,1,1
Andorra,AND,14-Mar-20,2,1
Andorra,AND,16-Mar-20,5,3
Andorra,AND,17-Mar-20,14,9
Andorra,AND,18-Mar-20,14,
Andorra,AND,19-Mar-20,53,39
Andorra,AND,20-Mar-20,75,22
Andorra,AND,21-Mar-20,75,
Andorra,AND,22-Mar-20,88,13
Andorra,AND,23-Mar-20,113,25
Andorra,AND,24-Mar-20,133,20
Andorra,AND,25-Mar-20,164,31
Andorra,AND,26-Mar-20,188,24
Andorra,AND,27-Mar-20,224,36
Andorra,AND,28-Mar-20,267,43
Andorra,AND,29-Mar-20,308,41
Andorra,AND,30-Mar-20,334,26
Andorra,AND,31-Mar-20,370,36
Andorra,AND,01-Apr-20,376,6
Andorra,AND,02-Apr-20,390,14
Andorra,AND,03-Apr-20,428,38
Andorra,AND,04-Apr-20,439,11
Andorra,AND,05-Apr-20,466,27
Andorra,AND,06-Apr-20,501,35
Andorra,AND,07-Apr-20,526,25
Andorra,AND,08-Apr-20,545,19
Andorra,AND,09-Apr-20,564,19
Andorra,AND,10-Apr-20,583,19
Andorra,AND,11-Apr-20,601,18
Andorra,AND,12-Apr-20,622,21
Andorra,AND,13-Apr-20,638,16
Andorra,AND,14-Apr-20,646,8
Andorra,AND,15-Apr-20,659,13
Andorra,AND,16-Apr-20,673,14
Andorra,AND,17-Apr-20,682,9
Andorra,AND,18-Apr-20,696,14
Andorra,AND,19-Apr-20,704,8
Andorra,AND,20-Apr-20,713,9
Andorra,AND,21-Apr-20,717,4
Andorra,AND,22-Apr-20,717,
Andorra,AND,23-Apr-20,723,6
Andorra,AND,24-Apr-20,724,1
Andorra,AND,25-Apr-20,731,7
Andorra,AND,26-Apr-20,733,2
Andorra,AND,27-Apr-20,740,7
Andorra,AND,28-Apr-20,743,3
Andorra,AND,29-Apr-20,743,
Andorra,AND,30-Apr-20,743,
Andorra,AND,01-May-20,745,2
Andorra,AND,02-May-20,746,1
Angola,AGO,22-Mar-20,2,2
Angola,AGO,23-Mar-20,2,
Angola,AGO,24-Mar-20,2,
Angola,AGO,25-Mar-20,2,
Angola,AGO,26-Mar-20,2,
Angola,AGO,27-Mar-20,3,1
Angola,AGO,28-Mar-20,4,1
Angola,AGO,29-Mar-20,4,
Angola,AGO,30-Mar-20,7,3
Angola,AGO,31-Mar-20,7,
Angola,AGO,01-Apr-20,7,
Angola,AGO,02-Apr-20,8,1
Angola,AGO,03-Apr-20,8,
Angola,AGO,04-Apr-20,8,
Angola,AGO,05-Apr-20,10,2
Angola,AGO,06-Apr-20,14,4
Angola,AGO,07-Apr-20,16,2
Angola,AGO,08-Apr-20,17,1
Angola,AGO,09-Apr-20,19,2
Angola,AGO,10-Apr-20,19,
Angola,AGO,11-Apr-20,19,
Angola,AGO,12-Apr-20,19,
Angola,AGO,13-Apr-20,19,
Angola,AGO,14-Apr-20,19,
Angola,AGO,15-Apr-20,19,
Angola,AGO,16-Apr-20,19,
Angola,AGO,17-Apr-20,19,
Angola,AGO,18-Apr-20,19,
Angola,AGO,19-Apr-20,24,5
Angola,AGO,20-Apr-20,24,
Angola,AGO,21-Apr-20,24,
Angola,AGO,22-Apr-20,24,
Angola,AGO,23-Apr-20,24,
Angola,AGO,24-Apr-20,25,1
Angola,AGO,25-Apr-20,25,
Angola,AGO,26-Apr-20,25,
Angola,AGO,27-Apr-20,26,1
Angola,AGO,28-Apr-20,27,1
Angola,AGO,29-Apr-20,27,
Angola,AGO,30-Apr-20,27,
Angola,AGO,01-May-20,27,
Angola,AGO,02-May-20,29,2
Anguilla,AIA,27-Mar-20,2,2
Anguilla,AIA,28-Mar-20,2,
Anguilla,AIA,29-Mar-20,2,
Anguilla,AIA,30-Mar-20,2,
Anguilla,AIA,31-Mar-20,2,
Anguilla,AIA,01-Apr-20,2,
Anguilla,AIA,02-Apr-20,2,
Anguilla,AIA,03-Apr-20,3,1
Anguilla,AIA,04-Apr-20,3,
Anguilla,AIA,05-Apr-20,3,
Anguilla,AIA,06-Apr-20,3,
Anguilla,AIA,07-Apr-20,3,
Anguilla,AIA,08-Apr-20,3,
Anguilla,AIA,09-Apr-20,3,
Anguilla,AIA,10-Apr-20,3,
Anguilla,AIA,11-Apr-20,3,
Anguilla,AIA,12-Apr-20,3,
Anguilla,AIA,13-Apr-20,3,
Anguilla,AIA,14-Apr-20,3,
Anguilla,AIA,15-Apr-20,3,
Anguilla,AIA,16-Apr-20,3,
Anguilla,AIA,17-Apr-20,3,
Anguilla,AIA,18-Apr-20,3,
Anguilla,AIA,19-Apr-20,3,
Anguilla,AIA,20-Apr-20,3,
Anguilla,AIA,21-Apr-20,3,
Anguilla,AIA,22-Apr-20,3,
Anguilla,AIA,23-Apr-20,3,
Anguilla,AIA,24-Apr-20,3,
Anguilla,AIA,25-Apr-20,3,
Anguilla,AIA,26-Apr-20,3,
Anguilla,AIA,27-Apr-20,3,
Anguilla,AIA,28-Apr-20,3,
Anguilla,AIA,29-Apr-20,3,
Anguilla,AIA,30-Apr-20,3,
Anguilla,AIA,01-May-20,3,
Anguilla,AIA,02-May-20,3,
Antigua and Barbuda,ATG,15-Mar-20,1,1
Antigua and Barbuda,ATG,21-Mar-20,1,
Antigua and Barbuda,ATG,22-Mar-20,1,
Antigua and Barbuda,ATG,23-Mar-20,1,
Antigua and Barbuda,ATG,24-Mar-20,1,
Antigua and Barbuda,ATG,25-Mar-20,3,2
Antigua and Barbuda,ATG,26-Mar-20,3,
Antigua and Barbuda,ATG,27-Mar-20,7,4
Antigua and Barbuda,ATG,28-Mar-20,7,
Antigua and Barbuda,ATG,29-Mar-20,7,
Antigua and Barbuda,ATG,30-Mar-20,7,
Antigua and Barbuda,ATG,31-Mar-20,7,
Antigua and Barbuda,ATG,01-Apr-20,7,
Antigua and Barbuda,ATG,02-Apr-20,7,
Antigua and Barbuda,ATG,03-Apr-20,9,2
Antigua and Barbuda,ATG,04-Apr-20,15,6
Antigua and Barbuda,ATG,05-Apr-20,15,
Antigua and Barbuda,ATG,06-Apr-20,15,
Antigua and Barbuda,ATG,07-Apr-20,15,
Antigua and Barbuda,ATG,08-Apr-20,15,
Antigua and Barbuda,ATG,09-Apr-20,15,
Antigua and Barbuda,ATG,10-Apr-20,19,4
Antigua and Barbuda,ATG,11-Apr-20,21,2
Antigua and Barbuda,ATG,12-Apr-20,21,
Antigua and Barbuda,ATG,13-Apr-20,21,
Antigua and Barbuda,ATG,14-Apr-20,23,2
Antigua and Barbuda,ATG,15-Apr-20,23,
Antigua and Barbuda,ATG,16-Apr-20,23,
Antigua and Barbuda,ATG,17-Apr-20,23,
Antigua and Barbuda,ATG,18-Apr-20,23,
Antigua and Barbuda,ATG,19-Apr-20,23,
Antigua and Barbuda,ATG,20-Apr-20,23,
Antigua and Barbuda,ATG,21-Apr-20,23,
Antigua and Barbuda,ATG,22-Apr-20,24,1
Antigua and Barbuda,ATG,23-Apr-20,24,
Antigua and Barbuda,ATG,24-Apr-20,24,
Antigua and Barbuda,ATG,25-Apr-20,24,
Antigua and Barbuda,ATG,26-Apr-20,24,
Antigua and Barbuda,ATG,27-Apr-20,24,
Antigua and Barbuda,ATG,28-Apr-20,24,
Antigua and Barbuda,ATG,29-Apr-20,24,
Antigua and Barbuda,ATG,30-Apr-20,24,
Antigua and Barbuda,ATG,01-May-20,24,
Antigua and Barbuda,ATG,02-May-20,25,1
Argentina,ARG,04-Mar-20,1,1
Argentina,ARG,06-Mar-20,2,1
Argentina,ARG,07-Mar-20,8,6
Argentina,ARG,08-Mar-20,9,1
Argentina,ARG,09-Mar-20,12,3
Argentina,ARG,11-Mar-20,19,7
Argentina,ARG,13-Mar-20,31,12
Argentina,ARG,14-Mar-20,34,3
Argentina,ARG,15-Mar-20,45,11
Argentina,ARG,16-Mar-20,56,11
Argentina,ARG,17-Mar-20,65,9
Argentina,ARG,18-Mar-20,79,14
Argentina,ARG,19-Mar-20,97,18
Argentina,ARG,20-Mar-20,128,31
Argentina,ARG,21-Mar-20,158,30
Argentina,ARG,22-Mar-20,225,67
Argentina,ARG,23-Mar-20,266,41
Argentina,ARG,24-Mar-20,301,35
Argentina,ARG,25-Mar-20,387,86
Argentina,ARG,26-Mar-20,502,115
Argentina,ARG,27-Mar-20,589,87
Argentina,ARG,28-Mar-20,690,101
Argentina,ARG,29-Mar-20,745,55
Argentina,ARG,30-Mar-20,820,75
Argentina,ARG,31-Mar-20,966,146
Argentina,ARG,01-Apr-20,966,
Argentina,ARG,02-Apr-20,1133,167
Argentina,ARG,03-Apr-20,1133,
Argentina,ARG,04-Apr-20,1265,132
Argentina,ARG,05-Apr-20,1451,186
Argentina,ARG,06-Apr-20,1554,103
Argentina,ARG,07-Apr-20,1628,74
Argentina,ARG,08-Apr-20,1715,87
Argentina,ARG,09-Apr-20,1795,80
Argentina,ARG,10-Apr-20,1894,99
Argentina,ARG,11-Apr-20,1975,81
Argentina,ARG,12-Apr-20,2137,162
Argentina,ARG,13-Apr-20,2203,66
Argentina,ARG,14-Apr-20,2272,69
Argentina,ARG,15-Apr-20,2432,160
Argentina,ARG,16-Apr-20,2432,
Argentina,ARG,17-Apr-20,2560,128
Argentina,ARG,18-Apr-20,2658,98
Argentina,ARG,19-Apr-20,2828,170
Argentina,ARG,20-Apr-20,2930,102
Argentina,ARG,21-Apr-20,3020,90
Argentina,ARG,22-Apr-20,3132,112
Argentina,ARG,23-Apr-20,3276,144
Argentina,ARG,24-Apr-20,3423,147
Argentina,ARG,25-Apr-20,3423,
Argentina,ARG,26-Apr-20,3767,344
Argentina,ARG,27-Apr-20,3767,
Argentina,ARG,28-Apr-20,3990,223
Argentina,ARG,29-Apr-20,4114,124
Argentina,ARG,30-Apr-20,4272,158
Argentina,ARG,01-May-20,4415,143
Argentina,ARG,02-May-20,4519,104
Armenia,ARM,01-Mar-20,1,1
Armenia,ARM,02-Mar-20,1,
Armenia,ARM,12-Mar-20,4,3
Armenia,ARM,13-Mar-20,6,2
Armenia,ARM,14-Mar-20,13,7
Armenia,ARM,15-Mar-20,20,7
Armenia,ARM,16-Mar-20,30,10
Armenia,ARM,17-Mar-20,52,22
Armenia,ARM,18-Mar-20,78,26
Armenia,ARM,19-Mar-20,115,37
Armenia,ARM,20-Mar-20,122,7
Armenia,ARM,21-Mar-20,136,14
Armenia,ARM,22-Mar-20,160,24
Armenia,ARM,23-Mar-20,190,30
Armenia,ARM,24-Mar-20,194,4
Armenia,ARM,25-Mar-20,265,71
Armenia,ARM,26-Mar-20,290,25
Armenia,ARM,27-Mar-20,329,39
Armenia,ARM,28-Mar-20,372,43
Armenia,ARM,29-Mar-20,424,52
Armenia,ARM,30-Mar-20,424,
Armenia,ARM,31-Mar-20,482,58
Armenia,ARM,01-Apr-20,532,50
Armenia,ARM,02-Apr-20,571,39
Armenia,ARM,03-Apr-20,663,92
Armenia,ARM,04-Apr-20,736,73
Armenia,ARM,05-Apr-20,770,34
Armenia,ARM,06-Apr-20,822,52
Armenia,ARM,07-Apr-20,833,11
Armenia,ARM,08-Apr-20,853,20
Armenia,ARM,09-Apr-20,881,28
Armenia,ARM,10-Apr-20,921,40
Armenia,ARM,11-Apr-20,937,16
Armenia,ARM,12-Apr-20,967,30
Armenia,ARM,13-Apr-20,1013,46
Armenia,ARM,14-Apr-20,1039,26
Armenia,ARM,15-Apr-20,1111,72
Armenia,ARM,16-Apr-20,1159,48
Armenia,ARM,17-Apr-20,1201,42
Armenia,ARM,18-Apr-20,1248,47
Armenia,ARM,19-Apr-20,1291,43
Armenia,ARM,20-Apr-20,1339,48
Armenia,ARM,21-Apr-20,1401,62
Armenia,ARM,22-Apr-20,1473,72
Armenia,ARM,23-Apr-20,1523,50
Armenia,ARM,24-Apr-20,1596,73
Armenia,ARM,25-Apr-20,1677,81
Armenia,ARM,26-Apr-20,1746,69
Armenia,ARM,27-Apr-20,1808,62
Armenia,ARM,28-Apr-20,1867,59
Armenia,ARM,29-Apr-20,1932,65
Armenia,ARM,30-Apr-20,1932,
Armenia,ARM,01-May-20,2066,134
Armenia,ARM,02-May-20,2148,82
Aruba,ABW,13-Mar-20,2,2
Aruba,ABW,20-Mar-20,4,2
Aruba,ABW,24-Mar-20,12,8
Aruba,ABW,25-Mar-20,17,5
Aruba,ABW,26-Mar-20,19,2
Aruba,ABW,27-Mar-20,28,9
Aruba,ABW,28-Mar-20,28,
Aruba,ABW,29-Mar-20,28,
Aruba,ABW,30-Mar-20,50,22
Aruba,ABW,01-Apr-20,55,5
Aruba,ABW,02-Apr-20,55,
Aruba,ABW,03-Apr-20,60,5
Aruba,ABW,04-Apr-20,62,2
Aruba,ABW,05-Apr-20,64,2
Aruba,ABW,06-Apr-20,64,
Aruba,ABW,07-Apr-20,71,7
Aruba,ABW,08-Apr-20,74,3
Aruba,ABW,09-Apr-20,77,3
Aruba,ABW,10-Apr-20,82,5
Aruba,ABW,11-Apr-20,86,4
Aruba,ABW,12-Apr-20,92,6
Aruba,ABW,13-Apr-20,92,
Aruba,ABW,14-Apr-20,92,
Aruba,ABW,15-Apr-20,92,
Aruba,ABW,16-Apr-20,93,1
Aruba,ABW,17-Apr-20,95,2
Aruba,ABW,18-Apr-20,96,1
Aruba,ABW,19-Apr-20,96,
Aruba,ABW,20-Apr-20,97,1
Aruba,ABW,21-Apr-20,97,
Aruba,ABW,22-Apr-20,97,
Aruba,ABW,23-Apr-20,100,3
Aruba,ABW,24-Apr-20,100,
Aruba,ABW,25-Apr-20,100,
Aruba,ABW,26-Apr-20,100,
Aruba,ABW,27-Apr-20,100,
Aruba,ABW,28-Apr-20,100,
Aruba,ABW,29-Apr-20,100,
Aruba,ABW,30-Apr-20,100,
Aruba,ABW,01-May-20,100,
Aruba,ABW,02-May-20,100,
Asia,,31-Dec-19,27,27
Asia,,01-Jan-20,27,
Asia,,02-Jan-20,27,
Asia,,03-Jan-20,44,17
Asia,,04-Jan-20,44,
Asia,,05-Jan-20,59,15
Asia,,06-Jan-20,59,
Asia,,07-Jan-20,59,
Asia,,08-Jan-20,59,
Asia,,09-Jan-20,59,
Asia,,10-Jan-20,59,
Asia,,11-Jan-20,59,
Asia,,12-Jan-20,59,
Asia,,13-Jan-20,60,1
Asia,,14-Jan-20,60,
Asia,,15-Jan-20,61,1
Asia,,16-Jan-20,61,
Asia,,17-Jan-20,66,5
Asia,,18-Jan-20,83,17
Asia,,19-Jan-20,219,136
Asia,,20-Jan-20,239,20
Asia,,21-Jan-20,391,152
Asia,,22-Jan-20,533,142
Asia,,23-Jan-20,630,97
Asia,,24-Jan-20,896,266
Asia,,25-Jan-20,1344,448
Asia,,26-Jan-20,2013,669
Asia,,27-Jan-20,2807,794
Asia,,28-Jan-20,4572,1765
Asia,,29-Jan-20,6047,1475
Asia,,30-Jan-20,7799,1752
Asia,,31-Jan-20,9793,1994
Asia,,01-Feb-20,11903,2110
Asia,,02-Feb-20,14507,2604
Asia,,03-Feb-20,17321,2814
Asia,,04-Feb-20,20561,3240
Asia,,05-Feb-20,24456,3895
Asia,,06-Feb-20,28195,3739
Asia,,07-Feb-20,31367,3172
Asia,,08-Feb-20,34800,3433
Asia,,09-Feb-20,37418,2618
Asia,,10-Feb-20,40399,2981
Asia,,11-Feb-20,42894,2495
Asia,,12-Feb-20,44925,2031
Asia,,13-Feb-20,60074,15149
Asia,,14-Feb-20,64240,4166
Asia,,15-Feb-20,66798,2558
Asia,,16-Feb-20,68826,2028
Asia,,17-Feb-20,70892,2066
Asia,,18-Feb-20,72788,1896
Asia,,19-Feb-20,74564,1776
Asia,,20-Feb-20,75017,453
Asia,,21-Feb-20,75996,979
Asia,,22-Feb-20,77044,1048
Asia,,23-Feb-20,77989,945
Asia,,24-Feb-20,78402,413
Asia,,25-Feb-20,79077,675
Asia,,26-Feb-20,79833,756
Asia,,27-Feb-20,80819,986
Asia,,28-Feb-20,81739,920
Asia,,29-Feb-20,83264,1525
Asia,,01-Mar-20,84669,1405
Asia,,02-Mar-20,85997,1328
Asia,,03-Mar-20,87270,1273
Asia,,04-Mar-20,88784,1514
Asia,,05-Mar-20,90037,1253
Asia,,06-Mar-20,91394,1357
Asia,,07-Mar-20,93356,1962
Asia,,08-Mar-20,94981,1625
Asia,,09-Mar-20,96146,1165
Asia,,10-Mar-20,97061,915
Asia,,11-Mar-20,98406,1345
Asia,,12-Mar-20,100036,1630
Asia,,13-Mar-20,101409,1373
Asia,,14-Mar-20,103234,1825
Asia,,15-Mar-20,105037,1803
Asia,,16-Mar-20,106980,1943
Asia,,17-Mar-20,108803,1823
Asia,,18-Mar-20,110755,1952
Asia,,19-Mar-20,112856,2101
Asia,,20-Mar-20,115261,2405
Asia,,21-Mar-20,117800,2539
Asia,,22-Mar-20,120779,2979
Asia,,23-Mar-20,123517,2738
Asia,,24-Mar-20,126731,3214
Asia,,25-Mar-20,130858,4127
Asia,,26-Mar-20,135475,4617
Asia,,27-Mar-20,140861,5386
Asia,,28-Mar-20,147902,7041
Asia,,29-Mar-20,155277,7375
Asia,,30-Mar-20,162385,7108
Asia,,31-Mar-20,169987,7602
Asia,,01-Apr-20,177780,7793
Asia,,02-Apr-20,186209,8429
Asia,,03-Apr-20,195084,8875
Asia,,04-Apr-20,201389,6305
Asia,,05-Apr-20,213720,12331
Asia,,06-Apr-20,223929,10209
Asia,,07-Apr-20,233297,9368
Asia,,08-Apr-20,242914,9617
Asia,,09-Apr-20,252440,9526
Asia,,10-Apr-20,262616,10176
