"Date","CountryCode","CountryName","PopulationReleased"
2020-01-19,"TCD","Chad",0
2020-01-20,"TCD","Chad",0
2020-01-21,"TCD","Chad",0
2020-01-22,"TCD","Chad",0
2020-01-23,"TCD","Chad",0
2020-01-24,"TCD","Chad",0
2020-01-25,"TCD","Chad",0
2020-01-26,"TCD","Chad",0
2020-01-27,"TCD","Chad",0
2020-01-28,"TCD","Chad",0
2020-01-29,"TCD","Chad",0
2020-01-30,"TCD","Chad",0
2020-01-31,"TCD","Chad",0
2020-02-01,"TCD","Chad",0
2020-02-02,"TCD","Chad",0
2020-02-03,"TCD","Chad",0
2020-02-04,"TCD","Chad",0
2020-02-05,"TCD","Chad",0
2020-02-06,"TCD","Chad",0
2020-02-07,"TCD","Chad",0
2020-02-08,"TCD","Chad",0
2020-02-09,"TCD","Chad",0
2020-02-10,"TCD","Chad",0
2020-02-11,"TCD","Chad",0
2020-02-12,"TCD","Chad",0
2020-02-13,"TCD","Chad",0
2020-02-14,"TCD","Chad",0
2020-02-15,"TCD","Chad",0
2020-02-16,"TCD","Chad",0
2020-02-17,"TCD","Chad",0
2020-02-18,"TCD","Chad",0
2020-02-19,"TCD","Chad",0
2020-02-20,"TCD","Chad",0
2020-02-21,"TCD","Chad",0
2020-02-22,"TCD","Chad",0
2020-02-23,"TCD","Chad",0
2020-02-24,"TCD","Chad",0
2020-02-25,"TCD","Chad",0
2020-02-26,"TCD","Chad",0
2020-02-27,"TCD","Chad",0
2020-02-28,"TCD","Chad",0
2020-02-29,"TCD","Chad",0
2020-03-01,"TCD","Chad",0
2020-03-02,"TCD","Chad",0
2020-03-03,"TCD","Chad",0
2020-03-04,"TCD","Chad",0
2020-03-05,"TCD","Chad",0
2020-03-06,"TCD","Chad",0
2020-03-07,"TCD","Chad",0
2020-03-08,"TCD","Chad",0
2020-03-09,"TCD","Chad",0
2020-03-10,"TCD","Chad",0
2020-03-11,"TCD","Chad",0
2020-03-12,"TCD","Chad",0
2020-03-13,"TCD","Chad",0
2020-03-14,"TCD","Chad",0
2020-03-15,"TCD","Chad",0
2020-03-16,"TCD","Chad",0
2020-03-17,"TCD","Chad",0
2020-03-18,"TCD","Chad",0
2020-03-19,"TCD","Chad",0
2020-03-20,"TCD","Chad",0
2020-03-21,"TCD","Chad",0
2020-03-22,"TCD","Chad",0
2020-03-23,"TCD","Chad",0
2020-03-24,"TCD","Chad",0
2020-03-25,"TCD","Chad",0
2020-03-26,"TCD","Chad",0
2020-03-27,"TCD","Chad",0
2020-03-28,"TCD","Chad",0
2020-03-29,"TCD","Chad",0
2020-03-30,"TCD","Chad",0
2020-03-31,"TCD","Chad",0
2020-04-01,"TCD","Chad",0
2020-04-02,"TCD","Chad",0
2020-04-03,"TCD","Chad",0
2020-04-04,"TCD","Chad",0
2020-04-05,"TCD","Chad",0
2020-04-06,"TCD","Chad",0
2020-04-07,"TCD","Chad",0
2020-04-08,"TCD","Chad",0
2020-04-09,"TCD","Chad",0
2020-04-10,"TCD","Chad",0
2020-04-11,"TCD","Chad",0
2020-04-12,"TCD","Chad",0
2020-04-13,"TCD","Chad",0
2020-04-14,"TCD","Chad",0
2020-01-01,"CHL","Chile",0
2020-01-02,"CHL","Chile",0
2020-01-03,"CHL","Chile",0
2020-01-04,"CHL","Chile",0
2020-01-05,"CHL","Chile",0
2020-01-06,"CHL","Chile",0
2020-01-07,"CHL","Chile",0
2020-01-08,"CHL","Chile",0
2020-01-09,"CHL","Chile",0
2020-01-10,"CHL","Chile",0
2020-01-11,"CHL","Chile",0
2020-01-12,"CHL","Chile",0
2020-01-13,"CHL","Chile",0
2020-01-14,"CHL","Chile",0
2020-01-15,"CHL","Chile",0
2020-01-16,"CHL","Chile",0
2020-01-17,"CHL","Chile",0
2020-01-18,"CHL","Chile",0
2020-01-19,"CHL","Chile",0
2020-01-20,"CHL","Chile",0
2020-01-21,"CHL","Chile",0
2020-01-22,"CHL","Chile",0
2020-01-23,"CHL","Chile",0
2020-01-24,"CHL","Chile",0
2020-01-25,"CHL","Chile",0
2020-01-26,"CHL","Chile",0
2020-01-27,"CHL","Chile",0
2020-01-28,"CHL","Chile",0
2020-01-29,"CHL","Chile",0
2020-01-30,"CHL","Chile",0
2020-01-31,"CHL","Chile",0
2020-02-01,"CHL","Chile",0
2020-02-02,"CHL","Chile",0
2020-02-03,"CHL","Chile",0
2020-02-04,"CHL","Chile",0
2020-02-05,"CHL","Chile",0
2020-02-06,"CHL","Chile",0
2020-02-07,"CHL","Chile",0
2020-02-08,"CHL","Chile",0
2020-02-09,"CHL","Chile",0
2020-02-10,"CHL","Chile",0
2020-02-11,"CHL","Chile",0
2020-02-12,"CHL","Chile",0
2020-02-13,"CHL","Chile",0
2020-02-14,"CHL","Chile",0
2020-02-15,"CHL","Chile",0
2020-02-16,"CHL","Chile",0
2020-02-17,"CHL","Chile",0
2020-02-18,"CHL","Chile",0
2020-02-19,"CHL","Chile",0
2020-02-20,"CHL","Chile",0
2020-02-21,"CHL","Chile",0
2020-02-22,"CHL","Chile",0
2020-02-23,"CHL","Chile",0
2020-02-24,"CHL","Chile",0
2020-02-25,"CHL","Chile",0
2020-02-26,"CHL","Chile",0
2020-02-27,"CHL","Chile",0
2020-02-28,"CHL","Chile",0
2020-02-29,"CHL","Chile",0
2020-03-01,"CHL","Chile",0
2020-03-02,"CHL","Chile",0
2020-03-03,"CHL","Chile",0
2020-03-04,"CHL","Chile",0
2020-03-05,"CHL","Chile",0
2020-03-06,"CHL","Chile",0
2020-03-07,"CHL","Chile",0
2020-03-08,"CHL","Chile",0
2020-03-09,"CHL","Chile",0
2020-03-10,"CHL","Chile",0
2020-03-11,"CHL","Chile",0
2020-03-12,"CHL","Chile",0
2020-03-13,"CHL","Chile",0
2020-03-14,"CHL","Chile",0
2020-03-15,"CHL","Chile",0
2020-03-16,"CHL","Chile",0
2020-03-17,"CHL","Chile",0
2020-03-18,"CHL","Chile",0
2020-03-19,"CHL","Chile",0
2020-03-20,"CHL","Chile",0
2020-03-21,"CHL","Chile",0
2020-03-22,"CHL","Chile",0
2020-03-23,"CHL","Chile",0
2020-03-24,"CHL","Chile",0
2020-03-25,"CHL","Chile",0
2020-03-26,"CHL","Chile",0
2020-03-27,"CHL","Chile",0
2020-03-28,"CHL","Chile",0
2020-03-29,"CHL","Chile",0
2020-03-30,"CHL","Chile",0
2020-03-31,"CHL","Chile",0
2020-04-01,"CHL","Chile",0
2020-04-02,"CHL","Chile",0
2020-04-03,"CHL","Chile",0
2020-04-04,"CHL","Chile",0
2020-04-05,"CHL","Chile",0
2020-04-06,"CHL","Chile",0
2020-04-07,"CHL","Chile",0
2020-04-08,"CHL","Chile",0
2020-04-09,"CHL","Chile",0
2020-04-10,"CHL","Chile",0
2020-04-11,"CHL","Chile",0
2020-04-12,"CHL","Chile",0
2020-04-13,"CHL","Chile",0
2020-04-14,"CHL","Chile",0
2020-01-01,"CHN","China",0
2020-01-02,"CHN","China",0
2020-01-03,"CHN","China",0
2020-01-04,"CHN","China",0
2020-01-05,"CHN","China",0
2020-01-06,"CHN","China",0
2020-01-07,"CHN","China",0
2020-01-08,"CHN","China",0
2020-01-09,"CHN","China",0
2020-01-10,"CHN","China",0
2020-01-11,"CHN","China",0
2020-01-12,"CHN","China",0
2020-01-13,"CHN","China",0
2020-01-14,"CHN","China",0
2020-01-15,"CHN","China",0
2020-01-16,"CHN","China",0
2020-01-17,"CHN","China",0
2020-01-18,"CHN","China",0
2020-01-19,"CHN","China",0
2020-01-20,"CHN","China",0
2020-01-21,"CHN","China",0
2020-01-22,"CHN","China",0
2020-01-23,"CHN","China",0
2020-01-24,"CHN","China",0
2020-01-25,"CHN","China",0
2020-01-26,"CHN","China",0
2020-01-27,"CHN","China",0
2020-01-28,"CHN","China",0
2020-01-29,"CHN","China",0
2020-01-30,"CHN","China",0
2020-01-31,"CHN","China",0
2020-02-01,"CHN","China",0
2020-02-02,"CHN","China",0
2020-02-03,"CHN","China",0
2020-02-04,"CHN","China",0
2020-02-05,"CHN","China",0
2020-02-06,"CHN","China",0
2020-02-07,"CHN","China",0
2020-02-08,"CHN","China",0
2020-02-09,"CHN","China",0
2020-02-10,"CHN","China",0
2020-02-11,"CHN","China",0
2020-02-12,"CHN","China",0
2020-02-13,"CHN","China",0
2020-02-14,"CHN","China",0
2020-02-15,"CHN","China",0
2020-02-16,"CHN","China",0
2020-02-17,"CHN","China",0
2020-02-18,"CHN","China",0
2020-02-19,"CHN","China",0
2020-02-20,"CHN","China",0
2020-02-21,"CHN","China",0
2020-02-22,"CHN","China",0
2020-02-23,"CHN","China",0
2020-02-24,"CHN","China",0
2020-02-25,"CHN","China",0
2020-02-26,"CHN","China",0
2020-02-27,"CHN","China",0
2020-02-28,"CHN","China",0
2020-02-29,"CHN","China",0
2020-03-01,"CHN","China",0
2020-03-02,"CHN","China",0
2020-03-03,"CHN","China",0
2020-03-04,"CHN","China",0
2020-03-05,"CHN","China",0
2020-03-06,"CHN","China",0
2020-03-07,"CHN","China",0
2020-03-08,"CHN","China",0
2020-03-09,"CHN","China",0
2020-03-10,"CHN","China",0
2020-03-11,"CHN","China",0
2020-03-12,"CHN","China",284909600
2020-03-13,"CHN","China",0
2020-03-14,"CHN","China",0
2020-03-15,"CHN","China",0
2020-03-16,"CHN","China",0
2020-03-17,"CHN","China",0
2020-03-18,"CHN","China",0
2020-03-19,"CHN","China",0
2020-03-20,"CHN","China",0
2020-03-21,"CHN","China",0
2020-03-22,"CHN","China",0
2020-03-23,"CHN","China",0
2020-03-24,"CHN","China",0
2020-03-25,"CHN","China",0
2020-03-26,"CHN","China",0
2020-03-27,"CHN","China",0
2020-03-28,"CHN","China",0
2020-03-29,"CHN","China",0
2020-03-30,"CHN","China",0
2020-03-31,"CHN","China",0
2020-04-01,"CHN","China",0
2020-04-02,"CHN","China",0
2020-04-03,"CHN","China",0
2020-04-04,"CHN","China",0
2020-04-05,"CHN","China",0
2020-04-06,"CHN","China",0
2020-04-07,"CHN","China",0
2020-04-08,"CHN","China",284909600
2020-04-09,"CHN","China",0
2020-04-10,"CHN","China",0
2020-04-11,"CHN","China",0
2020-04-12,"CHN","China",0
2020-04-13,"CHN","China",0
2020-04-14,"CHN","China",0
2020-01-01,"COL","Colombia",0
2020-01-02,"COL","Colombia",0
2020-01-03,"COL","Colombia",0
2020-01-04,"COL","Colombia",0
2020-01-05,"COL","Colombia",0
2020-01-06,"COL","Colombia",0
2020-01-07,"COL","Colombia",0
2020-01-08,"COL","Colombia",0
2020-01-09,"COL","Colombia",0
2020-01-10,"COL","Colombia",0
2020-01-11,"COL","Colombia",0
2020-01-12,"COL","Colombia",0
2020-01-13,"COL","Colombia",0
2020-01-14,"COL","Colombia",0
2020-01-15,"COL","Colombia",0
2020-01-16,"COL","Colombia",0
2020-01-17,"COL","Colombia",0
2020-01-18,"COL","Colombia",0
2020-01-19,"COL","Colombia",0
2020-01-20,"COL","Colombia",0
2020-01-21,"COL","Colombia",0
2020-01-22,"COL","Colombia",0
2020-01-23,"COL","Colombia",0
2020-01-24,"COL","Colombia",0
2020-01-25,"COL","Colombia",0
2020-01-26,"COL","Colombia",0
2020-01-27,"COL","Colombia",0
2020-01-28,"COL","Colombia",0
2020-01-29,"COL","Colombia",0
2020-01-30,"COL","Colombia",0
2020-01-31,"COL","Colombia",0
2020-02-01,"COL","Colombia",0
2020-02-02,"COL","Colombia",0
2020-02-03,"COL","Colombia",0
2020-02-04,"COL","Colombia",0
2020-02-05,"COL","Colombia",0
2020-02-06,"COL","Colombia",0
2020-02-07,"COL","Colombia",0
2020-02-08,"COL","Colombia",0
2020-02-09,"COL","Colombia",0
2020-02-10,"COL","Colombia",0
2020-02-11,"COL","Colombia",0
2020-02-12,"COL","Colombia",0
2020-02-13,"COL","Colombia",0
2020-02-14,"COL","Colombia",0
2020-02-15,"COL","Colombia",0
2020-02-16,"COL","Colombia",0
2020-02-17,"COL","Colombia",0
2020-02-18,"COL","Colombia",0
2020-02-19,"COL","Colombia",0
2020-02-20,"COL","Colombia",0
2020-02-21,"COL","Colombia",0
2020-02-22,"COL","Colombia",0
2020-02-23,"COL","Colombia",0
2020-02-24,"COL","Colombia",0
2020-02-25,"COL","Colombia",0
2020-02-26,"COL","Colombia",0
2020-02-27,"COL","Colombia",0
2020-02-28,"COL","Colombia",0
2020-02-29,"COL","Colombia",0
2020-03-01,"COL","Colombia",0
2020-03-02,"COL","Colombia",0
2020-03-03,"COL","Colombia",0
2020-03-04,"COL","Colombia",0
2020-03-05,"COL","Colombia",0
2020-03-06,"COL","Colombia",0
2020-03-07,"COL","Colombia",0
2020-03-08,"COL","Colombia",0
2020-03-09,"COL","Colombia",0
2020-03-10,"COL","Colombia",0
2020-03-11,"COL","Colombia",0
2020-03-12,"COL","Colombia",0
2020-03-13,"COL","Colombia",0
2020-03-14,"COL","Colombia",0
2020-03-15,"COL","Colombia",0
2020-03-16,"COL","Colombia",0
2020-03-17,"COL","Colombia",0
2020-03-18,"COL","Colombia",0
2020-03-19,"COL","Colombia",0
2020-03-20,"COL","Colombia",0
2020-03-21,"COL","Colombia",0
2020-03-22,"COL","Colombia",0
2020-03-23,"COL","Colombia",0
2020-03-24,"COL","Colombia",0
2020-03-25,"COL","Colombia",0
2020-03-26,"COL","Colombia",0
2020-03-27,"COL","Colombia",0
2020-03-28,"COL","Colombia",0
2020-03-29,"COL","Colombia",0
2020-03-30,"COL","Colombia",0
2020-03-31,"COL","Colombia",0
2020-04-01,"COL","Colombia",0
2020-04-02,"COL","Colombia",0
2020-04-03,"COL","Colombia",0
2020-04-04,"COL","Colombia",0
2020-04-05,"COL","Colombia",0
2020-04-06,"COL","Colombia",0
2020-04-07,"COL","Colombia",0
2020-04-08,"COL","Colombia",0
2020-04-09,"COL","Colombia",0
2020-04-10,"COL","Colombia",0
2020-04-11,"COL","Colombia",0
2020-04-12,"COL","Colombia",0
2020-04-13,"COL","Colombia",0
2020-04-14,"COL","Colombia",0
2020-01-01,"CRI","Costa Rica",0
2020-01-02,"CRI","Costa Rica",0
2020-01-03,"CRI","Costa Rica",0
2020-01-04,"CRI","Costa Rica",0
2020-01-05,"CRI","Costa Rica",0
2020-01-06,"CRI","Costa Rica",0
2020-01-07,"CRI","Costa Rica",0
2020-01-08,"CRI","Costa Rica",0
2020-01-09,"CRI","Costa Rica",0
2020-01-10,"CRI","Costa Rica",0
2020-01-11,"CRI","Costa Rica",0
2020-01-12,"CRI","Costa Rica",0
2020-01-13,"CRI","Costa Rica",0
2020-01-14,"CRI","Costa Rica",0
2020-01-15,"CRI","Costa Rica",0
2020-01-16,"CRI","Costa Rica",0
2020-01-17,"CRI","Costa Rica",0
2020-01-18,"CRI","Costa Rica",0
2020-01-19,"CRI","Costa Rica",0
2020-01-20,"CRI","Costa Rica",0
2020-01-21,"CRI","Costa Rica",0
2020-01-22,"CRI","Costa Rica",0
2020-01-23,"CRI","Costa Rica",0
2020-01-24,"CRI","Costa Rica",0
2020-01-25,"CRI","Costa Rica",0
2020-01-26,"CRI","Costa Rica",0
2020-01-27,"CRI","Costa Rica",0
2020-01-28,"CRI","Costa Rica",0
2020-01-29,"CRI","Costa Rica",0
2020-01-30,"CRI","Costa Rica",0
2020-01-31,"CRI","Costa Rica",0
2020-02-01,"CRI","Costa Rica",0
2020-02-02,"CRI","Costa Rica",0
2020-02-03,"CRI","Costa Rica",0
2020-02-04,"CRI","Costa Rica",0
2020-02-05,"CRI","Costa Rica",0
2020-02-06,"CRI","Costa Rica",0
2020-02-07,"CRI","Costa Rica",0
2020-02-08,"CRI","Costa Rica",0
2020-02-09,"CRI","Costa Rica",0
2020-02-10,"CRI","Costa Rica",0
2020-02-11,"CRI","Costa Rica",0
2020-02-12,"CRI","Costa Rica",0
2020-02-13,"CRI","Costa Rica",0
2020-02-14,"CRI","Costa Rica",0
2020-02-15,"CRI","Costa Rica",0
2020-02-16,"CRI","Costa Rica",0
2020-02-17,"CRI","Costa Rica",0
2020-02-18,"CRI","Costa Rica",0
2020-02-19,"CRI","Costa Rica",0
2020-02-20,"CRI","Costa Rica",0
2020-02-21,"CRI","Costa Rica",0
2020-02-22,"CRI","Costa Rica",0
2020-02-23,"CRI","Costa Rica",0
2020-02-24,"CRI","Costa Rica",0
2020-02-25,"CRI","Costa Rica",0
2020-02-26,"CRI","Costa Rica",0
2020-02-27,"CRI","Costa Rica",0
2020-02-28,"CRI","Costa Rica",0
2020-02-29,"CRI","Costa Rica",0
2020-03-01,"CRI","Costa Rica",0
2020-03-02,"CRI","Costa Rica",0
2020-03-03,"CRI","Costa Rica",0
2020-03-04,"CRI","Costa Rica",0
2020-03-05,"CRI","Costa Rica",0
2020-03-06,"CRI","Costa Rica",0
2020-03-07,"CRI","Costa Rica",0
2020-03-08,"CRI","Costa Rica",0
2020-03-09,"CRI","Costa Rica",0
2020-03-10,"CRI","Costa Rica",0
2020-03-11,"CRI","Costa Rica",0
2020-03-12,"CRI","Costa Rica",0
2020-03-13,"CRI","Costa Rica",0
2020-03-14,"CRI","Costa Rica",0
2020-03-15,"CRI","Costa Rica",0
2020-03-16,"CRI","Costa Rica",0
2020-03-17,"CRI","Costa Rica",0
2020-03-18,"CRI","Costa Rica",0
2020-03-19,"CRI","Costa Rica",0
2020-03-20,"CRI","Costa Rica",0
2020-03-21,"CRI","Costa Rica",0
2020-03-22,"CRI","Costa Rica",0
2020-03-23,"CRI","Costa Rica",0
2020-03-24,"CRI","Costa Rica",0
2020-03-25,"CRI","Costa Rica",0
2020-03-26,"CRI","Costa Rica",0
2020-03-27,"CRI","Costa Rica",0
2020-03-28,"CRI","Costa Rica",0
2020-03-29,"CRI","Costa Rica",0
2020-03-30,"CRI","Costa Rica",0
2020-03-31,"CRI","Costa Rica",0
2020-04-01,"CRI","Costa Rica",0
2020-04-02,"CRI","Costa Rica",0
2020-04-03,"CRI","Costa Rica",0
2020-04-04,"CRI","Costa Rica",0
2020-04-05,"CRI","Costa Rica",0
2020-04-06,"CRI","Costa Rica",0
2020-04-07,"CRI","Costa Rica",0
2020-04-08,"CRI","Costa Rica",0
2020-04-09,"CRI","Costa Rica",0
2020-04-10,"CRI","Costa Rica",0
2020-04-11,"CRI","Costa Rica",0
2020-04-12,"CRI","Costa Rica",0
2020-04-13,"CRI","Costa Rica",0
2020-04-14,"CRI","Costa Rica",0
2020-01-01,"HRV","Croatia",0
2020-01-02,"HRV","Croatia",0
2020-01-03,"HRV","Croatia",0
2020-01-04,"HRV","Croatia",0
2020-01-05,"HRV","Croatia",0
2020-01-06,"HRV","Croatia",0
2020-01-07,"HRV","Croatia",0
2020-01-08,"HRV","Croatia",0
2020-01-09,"HRV","Croatia",0
2020-01-10,"HRV","Croatia",0
2020-01-11,"HRV","Croatia",0
2020-01-12,"HRV","Croatia",0
2020-01-13,"HRV","Croatia",0
2020-01-14,"HRV","Croatia",0
2020-01-15,"HRV","Croatia",0
2020-01-16,"HRV","Croatia",0
2020-01-17,"HRV","Croatia",0
2020-01-18,"HRV","Croatia",0
2020-01-19,"HRV","Croatia",0
2020-01-20,"HRV","Croatia",0
2020-01-21,"HRV","Croatia",0
2020-01-22,"HRV","Croatia",0
2020-01-23,"HRV","Croatia",0
2020-01-24,"HRV","Croatia",0
2020-01-25,"HRV","Croatia",0
2020-01-26,"HRV","Croatia",0
2020-01-27,"HRV","Croatia",0
2020-01-28,"HRV","Croatia",0
2020-01-29,"HRV","Croatia",0
2020-01-30,"HRV","Croatia",0
2020-01-31,"HRV","Croatia",0
2020-02-01,"HRV","Croatia",0
2020-02-02,"HRV","Croatia",0
2020-02-03,"HRV","Croatia",0
2020-02-04,"HRV","Croatia",0
2020-02-05,"HRV","Croatia",0
2020-02-06,"HRV","Croatia",0
2020-02-07,"HRV","Croatia",0
2020-02-08,"HRV","Croatia",0
2020-02-09,"HRV","Croatia",0
2020-02-10,"HRV","Croatia",0
2020-02-11,"HRV","Croatia",0
2020-02-12,"HRV","Croatia",0
2020-02-13,"HRV","Croatia",0
2020-02-14,"HRV","Croatia",0
2020-02-15,"HRV","Croatia",0
2020-02-16,"HRV","Croatia",0
2020-02-17,"HRV","Croatia",0
2020-02-18,"HRV","Croatia",0
2020-02-19,"HRV","Croatia",0
2020-02-20,"HRV","Croatia",0
2020-02-21,"HRV","Croatia",0
2020-02-22,"HRV","Croatia",0
2020-02-23,"HRV","Croatia",0
2020-02-24,"HRV","Croatia",0
2020-02-25,"HRV","Croatia",0
2020-02-26,"HRV","Croatia",0
2020-02-27,"HRV","Croatia",0
2020-02-28,"HRV","Croatia",0
2020-02-29,"HRV","Croatia",0
2020-03-01,"HRV","Croatia",0
2020-03-02,"HRV","Croatia",0
2020-03-03,"HRV","Croatia",0
2020-03-04,"HRV","Croatia",0
2020-03-05,"HRV","Croatia",0
2020-03-06,"HRV","Croatia",0
2020-03-07,"HRV","Croatia",0
2020-03-08,"HRV","Croatia",0
2020-03-09,"HRV","Croatia",0
2020-03-10,"HRV","Croatia",0
2020-03-11,"HRV","Croatia",0
2020-03-12,"HRV","Croatia",0
2020-03-13,"HRV","Croatia",0
2020-03-14,"HRV","Croatia",0
2020-03-15,"HRV","Croatia",0
2020-03-16,"HRV","Croatia",0
2020-03-17,"HRV","Croatia",0
2020-03-18,"HRV","Croatia",0
2020-03-19,"HRV","Croatia",0
2020-03-20,"HRV","Croatia",0
2020-03-21,"HRV","Croatia",0
2020-03-22,"HRV","Croatia",0
2020-03-23,"HRV","Croatia",0
2020-03-24,"HRV","Croatia",0
2020-03-25,"HRV","Croatia",0
2020-03-26,"HRV","Croatia",0
2020-03-27,"HRV","Croatia",0
2020-03-28,"HRV","Croatia",0
2020-03-29,"HRV","Croatia",0
2020-03-30,"HRV","Croatia",0
2020-03-31,"HRV","Croatia",0
2020-04-01,"HRV","Croatia",0
2020-04-02,"HRV","Croatia",0
2020-04-03,"HRV","Croatia",0
2020-04-04,"HRV","Croatia",0
2020-04-05,"HRV","Croatia",0
2020-04-06,"HRV","Croatia",0
2020-04-07,"HRV","Croatia",0
2020-04-08,"HRV","Croatia",0
2020-04-09,"HRV","Croatia",0
2020-04-10,"HRV","Croatia",0
2020-04-11,"HRV","Croatia",0
2020-04-12,"HRV","Croatia",0
2020-04-13,"HRV","Croatia",0
2020-04-14,"HRV","Croatia",0
2020-01-01,"CUB","Cuba",0
2020-01-02,"CUB","Cuba",0
2020-01-03,"CUB","Cuba",0
2020-01-04,"CUB","Cuba",0
2020-01-05,"CUB","Cuba",0
2020-01-06,"CUB","Cuba",0
2020-01-07,"CUB","Cuba",0
2020-01-08,"CUB","Cuba",0
2020-01-09,"CUB","Cuba",0
2020-01-10,"CUB","Cuba",0
2020-01-11,"CUB","Cuba",0
2020-01-12,"CUB","Cuba",0
2020-01-13,"CUB","Cuba",0
2020-01-14,"CUB","Cuba",0
2020-01-15,"CUB","Cuba",0
2020-01-16,"CUB","Cuba",0
2020-01-17,"CUB","Cuba",0
2020-01-18,"CUB","Cuba",0
2020-01-19,"CUB","Cuba",0
2020-01-20,"CUB","Cuba",0
2020-01-21,"CUB","Cuba",0
2020-01-22,"CUB","Cuba",0
2020-01-23,"CUB","Cuba",0
2020-01-24,"CUB","Cuba",0
2020-01-25,"CUB","Cuba",0
2020-01-26,"CUB","Cuba",0
2020-01-27,"CUB","Cuba",0
2020-01-28,"CUB","Cuba",0
2020-01-29,"CUB","Cuba",0
2020-01-30,"CUB","Cuba",0
2020-01-31,"CUB","Cuba",0
2020-02-01,"CUB","Cuba",0
2020-02-02,"CUB","Cuba",0
2020-02-03,"CUB","Cuba",0
2020-02-04,"CUB","Cuba",0
2020-02-05,"CUB","Cuba",0
2020-02-06,"CUB","Cuba",0
2020-02-07,"CUB","Cuba",0
2020-02-08,"CUB","Cuba",0
2020-02-09,"CUB","Cuba",0
2020-02-10,"CUB","Cuba",0
2020-02-11,"CUB","Cuba",0
2020-02-12,"CUB","Cuba",0
2020-02-13,"CUB","Cuba",0
2020-02-14,"CUB","Cuba",0
2020-02-15,"CUB","Cuba",0
2020-02-16,"CUB","Cuba",0
2020-02-17,"CUB","Cuba",0
2020-02-18,"CUB","Cuba",0
2020-02-19,"CUB","Cuba",0
2020-02-20,"CUB","Cuba",0
2020-02-21,"CUB","Cuba",0
2020-02-22,"CUB","Cuba",0
2020-02-23,"CUB","Cuba",0
2020-02-24,"CUB","Cuba",0
2020-02-25,"CUB","Cuba",0
2020-02-26,"CUB","Cuba",0
2020-02-27,"CUB","Cuba",0
2020-02-28,"CUB","Cuba",0
2020-02-29,"CUB","Cuba",0
2020-03-01,"CUB","Cuba",0
2020-03-02,"CUB","Cuba",0
2020-03-03,"CUB","Cuba",0
2020-03-04,"CUB","Cuba",0
2020-03-05,"CUB","Cuba",0
2020-03-06,"CUB","Cuba",0
2020-03-07,"CUB","Cuba",0
2020-03-08,"CUB","Cuba",0
2020-03-09,"CUB","Cuba",0
2020-03-10,"CUB","Cuba",0
2020-03-11,"CUB","Cuba",0
2020-03-12,"CUB","Cuba",0
2020-03-13,"CUB","Cuba",0
2020-03-14,"CUB","Cuba",0
2020-03-15,"CUB","Cuba",0
2020-03-16,"CUB","Cuba",0
2020-03-17,"CUB","Cuba",0
2020-03-18,"CUB","Cuba",0
2020-03-19,"CUB","Cuba",0
2020-03-20,"CUB","Cuba",0
2020-03-21,"CUB","Cuba",0
2020-03-22,"CUB","Cuba",0
2020-03-23,"CUB","Cuba",0
2020-03-24,"CUB","Cuba",0
2020-03-25,"CUB","Cuba",0
2020-03-26,"CUB","Cuba",0
2020-03-27,"CUB","Cuba",0
2020-03-28,"CUB","Cuba",0
2020-03-29,"CUB","Cuba",0
2020-03-30,"CUB","Cuba",0
2020-03-31,"CUB","Cuba",0
2020-04-01,"CUB","Cuba",0
2020-04-02,"CUB","Cuba",0
2020-04-03,"CUB","Cuba",0
2020-04-04,"CUB","Cuba",0
2020-04-05,"CUB","Cuba",0
2020-04-06,"CUB","Cuba",0
2020-04-07,"CUB","Cuba",0
2020-04-08,"CUB","Cuba",0
2020-04-09,"CUB","Cuba",0
2020-04-10,"CUB","Cuba",0
2020-04-11,"CUB","Cuba",0
2020-04-12,"CUB","Cuba",0
2020-04-13,"CUB","Cuba",0
2020-04-14,"CUB","Cuba",0
2020-01-01,"CZE","Czech Republic",0
2020-01-02,"CZE","Czech Republic",0
2020-01-03,"CZE","Czech Republic",0
2020-01-04,"CZE","Czech Republic",0
2020-01-05,"CZE","Czech Republic",0
2020-01-06,"CZE","Czech Republic",0
2020-01-07,"CZE","Czech Republic",0
2020-01-08,"CZE","Czech Republic",0
2020-01-09,"CZE","Czech Republic",0
2020-01-10,"CZE","Czech Republic",0
2020-01-11,"CZE","Czech Republic",0
2020-01-12,"CZE","Czech Republic",0
2020-01-13,"CZE","Czech Republic",0
2020-01-14,"CZE","Czech Republic",0
2020-01-15,"CZE","Czech Republic",0
2020-01-16,"CZE","Czech Republic",0
2020-01-17,"CZE","Czech Republic",0
2020-01-18,"CZE","Czech Republic",0
2020-01-19,"CZE","Czech Republic",0
2020-01-20,"CZE","Czech Republic",0
2020-01-21,"CZE","Czech Republic",0
2020-01-22,"CZE","Czech Republic",0
2020-01-23,"CZE","Czech Republic",0
2020-01-24,"CZE","Czech Republic",0
2020-01-25,"CZE","Czech Republic",0
2020-01-26,"CZE","Czech Republic",0
2020-01-27,"CZE","Czech Republic",0
2020-01-28,"CZE","Czech Republic",0
2020-01-29,"CZE","Czech Republic",0
2020-01-30,"CZE","Czech Republic",0
2020-01-31,"CZE","Czech Republic",0
2020-02-01,"CZE","Czech Republic",0
2020-02-02,"CZE","Czech Republic",0
2020-02-03,"CZE","Czech Republic",0
2020-02-04,"CZE","Czech Republic",0
