"Date","State","fips","Cases","Deaths","Cases_daily","Deaths_daily"
2020-04-09,"Delaware","10",1209,23,93,4
2020-04-08,"Delaware","10",1116,19,188,3
2020-04-07,"Delaware","10",928,16,145,1
2020-04-06,"Delaware","10",783,15,110,1
2020-04-05,"Delaware","10",673,14,80,0
2020-04-04,"Delaware","10",593,14,143,0
2020-04-03,"Delaware","10",450,14,57,2
2020-04-02,"Delaware","10",393,12,25,1
2020-04-01,"Delaware","10",368,11,49,1
2020-03-31,"Delaware","10",319,10,55,3
2020-03-30,"Delaware","10",264,7,32,1
2020-03-29,"Delaware","10",232,6,18,1
2020-03-28,"Delaware","10",214,5,49,3
2020-03-27,"Delaware","10",165,2,22,1
2020-03-26,"Delaware","10",143,1,24,1
2020-03-25,"Delaware","10",119,0,15,0
2020-03-24,"Delaware","10",104,0,17,0
2020-03-23,"Delaware","10",87,0,31,0
2020-03-22,"Delaware","10",56,0,11,0
2020-03-21,"Delaware","10",45,0,6,0
2020-03-20,"Delaware","10",39,0,9,0
2020-03-19,"Delaware","10",30,0,4,0
2020-03-18,"Delaware","10",26,0,10,0
2020-03-17,"Delaware","10",16,0,8,0
2020-03-16,"Delaware","10",8,0,1,0
2020-03-15,"Delaware","10",7,0,3,0
2020-03-14,"Delaware","10",4,0,0,0
2020-03-13,"Delaware","10",4,0,0,0
2020-03-12,"Delaware","10",4,0,3,0
2020-03-11,"Delaware","10",1,0,1,0
2020-05-15,"District of Columbia","11",6871,368,135,10
2020-05-14,"District of Columbia","11",6736,358,152,8
2020-05-13,"District of Columbia","11",6584,350,99,14
2020-05-12,"District of Columbia","11",6485,336,96,8
2020-05-11,"District of Columbia","11",6389,328,117,5
2020-05-10,"District of Columbia","11",6272,323,170,12
2020-05-09,"District of Columbia","11",6102,311,203,7
2020-05-08,"District of Columbia","11",5899,304,245,19
2020-05-07,"District of Columbia","11",5654,285,193,8
2020-05-06,"District of Columbia","11",5461,277,139,13
2020-05-05,"District of Columbia","11",5322,264,152,6
2020-05-04,"District of Columbia","11",5170,258,154,7
2020-05-03,"District of Columbia","11",5016,251,219,11
2020-05-02,"District of Columbia","11",4797,240,139,9
2020-05-01,"District of Columbia","11",4658,231,335,7
2020-04-30,"District of Columbia","11",4323,224,217,19
2020-04-29,"District of Columbia","11",4106,205,112,15
2020-04-28,"District of Columbia","11",3994,190,102,5
2020-04-27,"District of Columbia","11",3892,185,51,7
2020-04-26,"District of Columbia","11",3841,178,142,13
2020-04-25,"District of Columbia","11",3699,165,171,12
2020-04-24,"District of Columbia","11",3528,153,167,14
2020-04-23,"District of Columbia","11",3361,139,155,12
2020-04-22,"District of Columbia","11",3206,127,108,15
2020-04-21,"District of Columbia","11",3098,112,171,7
2020-04-20,"District of Columbia","11",2927,105,134,9
2020-04-19,"District of Columbia","11",2793,96,127,5
2020-04-18,"District of Columbia","11",2666,91,190,5
2020-04-17,"District of Columbia","11",2476,86,126,5
2020-04-16,"District of Columbia","11",2350,81,153,9
2020-04-15,"District of Columbia","11",2197,72,139,5
2020-04-14,"District of Columbia","11",2058,67,103,15
2020-04-13,"District of Columbia","11",1955,52,80,2
2020-04-12,"District of Columbia","11",1875,50,97,3
2020-04-11,"District of Columbia","11",1778,47,118,9
2020-04-10,"District of Columbia","11",1660,38,137,6
2020-04-09,"District of Columbia","11",1523,32,83,5
2020-04-08,"District of Columbia","11",1440,27,229,3
2020-04-07,"District of Columbia","11",1211,24,114,0
2020-04-06,"District of Columbia","11",1097,24,99,2
2020-04-05,"District of Columbia","11",998,22,96,1
2020-04-04,"District of Columbia","11",902,21,145,6
2020-04-03,"District of Columbia","11",757,15,104,3
2020-04-02,"District of Columbia","11",653,12,67,1
2020-04-01,"District of Columbia","11",586,11,91,2
2020-03-31,"District of Columbia","11",495,9,94,0
2020-03-30,"District of Columbia","11",401,9,59,4
2020-03-29,"District of Columbia","11",342,5,38,1
2020-03-28,"District of Columbia","11",304,4,37,1
2020-03-27,"District of Columbia","11",267,3,36,0
2020-03-26,"District of Columbia","11",231,3,48,1
2020-03-25,"District of Columbia","11",183,2,46,0
2020-03-24,"District of Columbia","11",137,2,21,0
2020-03-23,"District of Columbia","11",116,2,18,1
2020-03-22,"District of Columbia","11",98,1,21,0
2020-03-21,"District of Columbia","11",77,1,6,1
2020-03-20,"District of Columbia","11",71,0,32,0
2020-03-19,"District of Columbia","11",39,0,3,0
2020-03-18,"District of Columbia","11",36,0,5,0
2020-03-17,"District of Columbia","11",31,0,9,0
2020-03-16,"District of Columbia","11",22,0,5,0
2020-03-15,"District of Columbia","11",17,0,1,0
2020-03-14,"District of Columbia","11",16,0,6,0
2020-03-13,"District of Columbia","11",10,0,0,0
2020-03-12,"District of Columbia","11",10,0,0,0
2020-03-11,"District of Columbia","11",10,0,6,0
2020-03-10,"District of Columbia","11",4,0,0,0
2020-03-09,"District of Columbia","11",4,0,3,0
2020-03-08,"District of Columbia","11",1,0,0,0
2020-03-07,"District of Columbia","11",1,0,1,0
2020-05-15,"Florida","12",44130,1916,928,42
2020-05-14,"Florida","12",43202,1874,808,48
2020-05-13,"Florida","12",42394,1826,479,48
2020-05-12,"Florida","12",41915,1778,941,44
2020-05-11,"Florida","12",40974,1734,386,14
2020-05-10,"Florida","12",40588,1720,595,6
2020-05-09,"Florida","12",39993,1714,802,46
2020-05-08,"Florida","12",39191,1668,371,69
2020-05-07,"Florida","12",38820,1599,826,61
2020-05-06,"Florida","12",37994,1538,563,68
2020-05-05,"Florida","12",37431,1470,542,72
2020-05-04,"Florida","12",36889,1398,819,20
2020-05-03,"Florida","12",36070,1378,615,15
2020-05-02,"Florida","12",35455,1363,735,50
2020-05-01,"Florida","12",34720,1313,1037,46
2020-04-30,"Florida","12",33683,1267,498,51
2020-04-29,"Florida","12",33185,1216,347,46
2020-04-28,"Florida","12",32838,1170,708,83
2020-04-27,"Florida","12",32130,1087,610,14
2020-04-26,"Florida","12",31520,1073,689,19
2020-04-25,"Florida","12",30831,1054,306,9
2020-04-24,"Florida","12",30525,1045,885,59
2020-04-23,"Florida","12",29640,986,1339,60
2020-04-22,"Florida","12",28301,926,440,60
2020-04-21,"Florida","12",27861,866,811,44
2020-04-20,"Florida","12",27050,822,744,49
2020-04-19,"Florida","12",26306,773,822,26
2020-04-18,"Florida","12",25484,747,739,22
2020-04-17,"Florida","12",24745,725,1413,58
2020-04-16,"Florida","12",23332,667,806,54
2020-04-15,"Florida","12",22526,613,906,43
2020-04-14,"Florida","12",21620,570,609,72
2020-04-13,"Florida","12",21011,498,1156,38
2020-04-12,"Florida","12",19855,460,877,15
2020-04-11,"Florida","12",18978,445,1018,27
2020-04-10,"Florida","12",17960,418,1141,48
2020-04-09,"Florida","12",16819,370,1129,48
2020-04-08,"Florida","12",15690,322,951,27
2020-04-07,"Florida","12",14739,295,1118,42
2020-04-06,"Florida","12",13621,253,1279,33
2020-04-05,"Florida","12",12342,220,805,26
2020-04-04,"Florida","12",11537,194,1277,25
2020-04-03,"Florida","12",10260,169,1260,25
2020-04-02,"Florida","12",9000,144,1235,44
2020-04-01,"Florida","12",7765,100,1024,15
2020-03-31,"Florida","12",6741,85,1047,14
2020-03-30,"Florida","12",5694,71,752,12
2020-03-29,"Florida","12",4942,59,904,3
2020-03-28,"Florida","12",4038,56,840,10
2020-03-27,"Florida","12",3198,46,721,17
2020-03-26,"Florida","12",2477,29,512,6
2020-03-25,"Florida","12",1965,23,498,4
2020-03-24,"Florida","12",1467,19,245,1
2020-03-23,"Florida","12",1222,18,222,5
2020-03-22,"Florida","12",1000,13,236,2
2020-03-21,"Florida","12",764,11,200,2
2020-03-20,"Florida","12",564,9,130,1
2020-03-19,"Florida","12",434,8,108,1
2020-03-18,"Florida","12",326,7,116,1
2020-03-17,"Florida","12",210,6,69,2
2020-03-16,"Florida","12",141,4,32,1
2020-03-15,"Florida","12",109,3,39,0
2020-03-14,"Florida","12",70,3,0,1
2020-03-13,"Florida","12",70,2,24,0
2020-03-12,"Florida","12",46,2,20,0
2020-03-11,"Florida","12",26,2,3,0
2020-03-10,"Florida","12",23,2,9,0
2020-03-09,"Florida","12",14,2,1,0
2020-03-08,"Florida","12",13,2,1,0
2020-03-07,"Florida","12",12,2,5,0
2020-03-06,"Florida","12",7,2,3,2
2020-03-05,"Florida","12",4,0,1,0
2020-03-04,"Florida","12",3,0,0,0
2020-03-03,"Florida","12",3,0,1,0
2020-03-02,"Florida","12",2,0,0,0
2020-03-01,"Florida","12",2,0,2,0
2020-05-15,"Georgia","13",35242,1563,820,42
2020-05-14,"Georgia","13",34422,1521,556,27
2020-05-13,"Georgia","13",33866,1494,555,24
2020-05-12,"Georgia","13",33311,1470,863,50
2020-05-11,"Georgia","13",32448,1420,181,37
2020-05-10,"Georgia","13",32267,1383,786,3
2020-05-09,"Georgia","13",31481,1380,392,2
2020-05-08,"Georgia","13",31089,1378,565,45
2020-05-07,"Georgia","13",30524,1333,800,24
2020-05-06,"Georgia","13",29724,1309,848,32
2020-05-05,"Georgia","13",28876,1277,526,49
2020-05-04,"Georgia","13",28350,1228,732,60
2020-05-03,"Georgia","13",27618,1168,350,7
2020-05-02,"Georgia","13",27268,1161,832,8
2020-05-01,"Georgia","13",26436,1153,1005,32
2020-04-30,"Georgia","13",25431,1121,1131,35
2020-04-29,"Georgia","13",24300,1086,693,64
2020-04-28,"Georgia","13",23607,1022,378,41
2020-04-27,"Georgia","13",23229,981,770,74
2020-04-26,"Georgia","13",22459,907,234,10
2020-04-25,"Georgia","13",22225,897,650,8
2020-04-24,"Georgia","13",21575,889,670,18
2020-04-23,"Georgia","13",20905,871,806,34
2020-04-22,"Georgia","13",20099,837,910,27
2020-04-21,"Georgia","13",19189,810,742,43
2020-04-20,"Georgia","13",18447,767,828,85
2020-04-19,"Georgia","13",17619,682,605,12
2020-04-18,"Georgia","13",17014,670,356,9
2020-04-17,"Georgia","13",16658,661,1014,50
2020-04-16,"Georgia","13",15644,611,1061,42
2020-04-15,"Georgia","13",14583,569,670,52
2020-04-14,"Georgia","13",13913,517,788,38
2020-04-13,"Georgia","13",13125,479,1022,41
2020-04-12,"Georgia","13",12103,438,-158,6
2020-04-11,"Georgia","13",12261,432,402,7
2020-04-10,"Georgia","13",11859,425,974,13
2020-04-09,"Georgia","13",10885,412,681,42
2020-04-08,"Georgia","13",10204,370,1048,22
2020-04-07,"Georgia","13",9156,348,1598,54
2020-04-06,"Georgia","13",7558,294,816,75
2020-04-05,"Georgia","13",6742,219,359,11
2020-04-04,"Georgia","13",6383,208,416,10
2020-04-03,"Georgia","13",5967,198,523,22
2020-04-02,"Georgia","13",5444,176,697,22
2020-04-01,"Georgia","13",4747,154,631,29
2020-03-31,"Georgia","13",4116,125,1084,23
2020-03-30,"Georgia","13",3032,102,349,19
2020-03-29,"Georgia","13",2683,83,236,4
2020-03-28,"Georgia","13",2447,79,249,15
2020-03-27,"Georgia","13",2198,64,557,8
2020-03-26,"Georgia","13",1641,56,256,9
2020-03-25,"Georgia","13",1385,47,290,9
2020-03-24,"Georgia","13",1095,38,295,13
2020-03-23,"Georgia","13",800,25,180,0
2020-03-22,"Georgia","13",620,25,68,5
2020-03-21,"Georgia","13",552,20,70,6
2020-03-20,"Georgia","13",482,14,200,4
2020-03-19,"Georgia","13",282,10,89,7
2020-03-18,"Georgia","13",193,3,51,2
2020-03-17,"Georgia","13",142,1,24,0
2020-03-16,"Georgia","13",118,1,21,0
2020-03-15,"Georgia","13",97,1,32,0
2020-03-14,"Georgia","13",65,1,24,0
2020-03-13,"Georgia","13",41,1,10,0
2020-03-12,"Georgia","13",31,1,0,1
2020-03-11,"Georgia","13",31,0,9,0
2020-03-10,"Georgia","13",22,0,5,0
2020-03-09,"Georgia","13",17,0,6,0
2020-03-08,"Georgia","13",11,0,4,0
2020-03-07,"Georgia","13",7,0,4,0
2020-03-06,"Georgia","13",3,0,1,0
2020-03-05,"Georgia","13",2,0,0,0
2020-03-04,"Georgia","13",2,0,0,0
2020-03-03,"Georgia","13",2,0,0,0
2020-03-02,"Georgia","13",2,0,2,0
2020-05-15,"Guam","66",1123,6,2,0
2020-05-14,"Guam","66",1121,6,0,0
2020-05-13,"Guam","66",1121,6,0,0
2020-05-12,"Guam","66",1121,6,1,0
2020-05-11,"Guam","66",1120,6,0,0
2020-05-10,"Guam","66",1120,6,0,0
2020-05-09,"Guam","66",1120,6,0,0
2020-05-08,"Guam","66",1120,6,2,0
2020-05-07,"Guam","66",1118,6,0,0
2020-05-06,"Guam","66",1118,6,0,0
2020-05-05,"Guam","66",1118,6,0,0
2020-05-04,"Guam","66",1118,6,0,0
2020-05-03,"Guam","66",1118,6,1,0
2020-05-02,"Guam","66",1117,6,2,0
2020-05-01,"Guam","66",1115,6,0,0
2020-04-30,"Guam","66",1115,6,1,0
2020-04-29,"Guam","66",1114,6,0,0
2020-04-28,"Guam","66",1114,6,1,0
2020-04-27,"Guam","66",1113,6,116,0
2020-04-26,"Guam","66",997,6,0,0
2020-04-25,"Guam","66",997,6,0,0
2020-04-24,"Guam","66",997,6,18,0
2020-04-23,"Guam","66",979,6,68,0
2020-04-22,"Guam","66",911,6,59,0
2020-04-21,"Guam","66",852,6,41,0
2020-04-20,"Guam","66",811,6,3,0
2020-04-19,"Guam","66",808,6,3,0
2020-04-18,"Guam","66",805,6,9,0
2020-04-17,"Guam","66",796,6,6,0
2020-04-16,"Guam","66",790,6,40,0
2020-04-15,"Guam","66",750,6,29,0
2020-04-14,"Guam","66",721,6,2,0
2020-04-13,"Guam","66",719,6,3,1
2020-04-12,"Guam","66",716,5,35,0
2020-04-11,"Guam","66",681,5,104,1
2020-04-10,"Guam","66",577,4,35,0
2020-04-09,"Guam","66",542,4,133,0
2020-04-08,"Guam","66",409,4,135,0
2020-04-07,"Guam","66",274,4,8,0
2020-04-06,"Guam","66",266,4,1,0
2020-04-05,"Guam","66",265,4,42,0
2020-04-04,"Guam","66",223,4,69,0
2020-04-03,"Guam","66",154,4,2,1
2020-04-02,"Guam","66",152,3,5,0
2020-04-01,"Guam","66",147,3,8,1
2020-03-31,"Guam","66",139,2,79,1
2020-03-30,"Guam","66",60,1,2,0
2020-03-29,"Guam","66",58,1,1,0
2020-03-28,"Guam","66",57,1,4,0
2020-03-27,"Guam","66",53,1,4,0
2020-03-26,"Guam","66",49,1,17,0
2020-03-25,"Guam","66",32,1,0,0
2020-03-24,"Guam","66",32,1,3,0
2020-03-23,"Guam","66",29,1,2,0
2020-03-22,"Guam","66",27,1,12,1
2020-03-21,"Guam","66",15,0,1,0
2020-03-20,"Guam","66",14,0,2,0
2020-03-19,"Guam","66",12,0,4,0
2020-03-18,"Guam","66",8,0,5,0
2020-03-17,"Guam","66",3,0,0,0
2020-03-16,"Guam","66",3,0,0,0
2020-03-15,"Guam","66",3,0,3,0
2020-05-15,"Hawaii","15",628,17,1,0
2020-05-14,"Hawaii","15",627,17,0,0
2020-05-13,"Hawaii","15",627,17,3,0
2020-05-12,"Hawaii","15",624,17,1,0
2020-05-11,"Hawaii","15",623,17,2,0
2020-05-10,"Hawaii","15",621,17,1,0
2020-05-09,"Hawaii","15",620,17,1,0
2020-05-08,"Hawaii","15",619,17,0,0
2020-05-07,"Hawaii","15",619,17,3,0
2020-05-06,"Hawaii","15",616,17,1,0
2020-05-05,"Hawaii","15",615,17,3,0
2020-05-04,"Hawaii","15",612,17,1,0
2020-05-03,"Hawaii","15",611,17,0,1
2020-05-02,"Hawaii","15",611,16,1,0
2020-05-01,"Hawaii","15",610,16,1,0
2020-04-30,"Hawaii","15",609,16,4,0
2020-04-29,"Hawaii","15",605,16,3,0
2020-04-28,"Hawaii","15",602,16,2,0
2020-04-27,"Hawaii","15",600,16,1,2
2020-04-26,"Hawaii","15",599,14,2,0
2020-04-25,"Hawaii","15",597,14,2,1
2020-04-24,"Hawaii","15",595,13,5,1
2020-04-23,"Hawaii","15",590,12,4,0
2020-04-22,"Hawaii","15",586,12,6,0
2020-04-21,"Hawaii","15",580,12,2,2
2020-04-20,"Hawaii","15",578,10,4,0
2020-04-19,"Hawaii","15",574,10,6,1
2020-04-18,"Hawaii","15",568,9,21,0
2020-04-17,"Hawaii","15",547,9,12,0
2020-04-16,"Hawaii","15",535,9,11,0
2020-04-15,"Hawaii","15",524,9,13,0
2020-04-14,"Hawaii","15",511,9,9,0
2020-04-13,"Hawaii","15",502,9,5,0
2020-04-12,"Hawaii","15",497,9,13,1
2020-04-11,"Hawaii","15",484,8,21,0
2020-04-10,"Hawaii","15",463,8,23,2
2020-04-09,"Hawaii","15",440,6,7,1
2020-04-08,"Hawaii","15",433,5,25,0
2020-04-07,"Hawaii","15",408,5,23,0
2020-04-06,"Hawaii","15",385,5,16,1
2020-04-05,"Hawaii","15",369,4,20,1
2020-04-04,"Hawaii","15",349,3,32,0
2020-04-03,"Hawaii","15",317,3,34,1
2020-04-02,"Hawaii","15",283,2,25,1
2020-04-01,"Hawaii","15",258,1,34,0
2020-03-31,"Hawaii","15",224,1,20,1
2020-03-30,"Hawaii","15",204,0,29,0
2020-03-29,"Hawaii","15",175,0,24,0
2020-03-28,"Hawaii","15",151,0,31,0
2020-03-27,"Hawaii","15",120,0,14,0
2020-03-26,"Hawaii","15",106,0,11,0
2020-03-25,"Hawaii","15",95,0,5,0
2020-03-24,"Hawaii","15",90,0,13,0
2020-03-23,"Hawaii","15",77,0,21,0
2020-03-22,"Hawaii","15",56,0,8,0
2020-03-21,"Hawaii","15",48,0,11,0
2020-03-20,"Hawaii","15",37,0,11,0
2020-03-19,"Hawaii","15",26,0,10,0
2020-03-18,"Hawaii","15",16,0,2,0
2020-03-17,"Hawaii","15",14,0,4,0
2020-03-16,"Hawaii","15",10,0,3,0
2020-03-15,"Hawaii","15",7,0,3,0
2020-03-14,"Hawaii","15",4,0,2,0
2020-03-13,"Hawaii","15",2,0,0,0
2020-03-12,"Hawaii","15",2,0,0,0
2020-03-11,"Hawaii","15",2,0,0,0
2020-03-10,"Hawaii","15",2,0,0,0
2020-03-09,"Hawaii","15",2,0,0,0
2020-03-08,"Hawaii","15",2,0,1,0
2020-03-07,"Hawaii","15",1,0,0,0
2020-03-06,"Hawaii","15",1,0,1,0
2020-05-15,"Idaho","16",2389,73,37,1
2020-05-14,"Idaho","16",2352,72,27,3
2020-05-13,"Idaho","16",2325,69,31,0
2020-05-12,"Idaho","16",2294,69,33,0
2020-05-11,"Idaho","16",2261,69,29,2
2020-05-10,"Idaho","16",2232,67,2,0
2020-05-09,"Idaho","16",2230,67,25,0
2020-05-08,"Idaho","16",2205,67,27,0
2020-05-07,"Idaho","16",2178,67,20,0
2020-05-06,"Idaho","16",2158,67,31,1
2020-05-05,"Idaho","16",2127,66,21,2
2020-05-04,"Idaho","16",2106,64,47,0
2020-05-03,"Idaho","16",2059,64,-2,0
2020-05-02,"Idaho","16",2061,64,26,1
2020-05-01,"Idaho","16",2035,63,19,0
2020-04-30,"Idaho","16",2016,63,32,3
2020-04-29,"Idaho","16",1984,60,32,0
2020-04-28,"Idaho","16",1952,60,35,2
2020-04-27,"Idaho","16",1917,58,20,2
2020-04-26,"Idaho","16",1897,56,10,0
2020-04-25,"Idaho","16",1887,56,17,2
2020-04-24,"Idaho","16",1870,54,149,0
2020-04-23,"Idaho","16",1721,54,33,0
2020-04-22,"Idaho","16",1688,54,29,3
2020-04-21,"Idaho","16",1659,51,21,3
2020-04-20,"Idaho","16",1638,48,57,3
2020-04-19,"Idaho","16",1581,45,4,1
2020-04-18,"Idaho","16",1577,44,11,1
2020-04-17,"Idaho","16",1566,43,38,2
2020-04-16,"Idaho","16",1528,41,21,0
2020-04-15,"Idaho","16",1507,41,43,2
2020-04-14,"Idaho","16",1464,39,11,6
2020-04-13,"Idaho","16",1453,33,28,6
2020-04-12,"Idaho","16",1425,27,18,0
2020-04-11,"Idaho","16",1407,27,10,2
2020-04-10,"Idaho","16",1397,25,44,1
2020-04-09,"Idaho","16",1353,24,121,5
2020-04-08,"Idaho","16",1232,19,22,4
2020-04-07,"Idaho","16",1210,15,40,2
2020-04-06,"Idaho","16",1170,13,70,3
2020-04-05,"Idaho","16",1100,10,24,0
2020-04-04,"Idaho","16",1076,10,64,0
2020-04-03,"Idaho","16",1012,10,122,1
2020-04-02,"Idaho","16",890,9,221,0
2020-04-01,"Idaho","16",669,9,143,0
2020-03-31,"Idaho","16",526,9,111,2
2020-03-30,"Idaho","16",415,7,105,1
2020-03-29,"Idaho","16",310,6,49,1
2020-03-28,"Idaho","16",261,5,30,1
2020-03-27,"Idaho","16",231,4,42,1
2020-03-26,"Idaho","16",189,3,66,3
2020-03-25,"Idaho","16",123,0,50,0
2020-03-24,"Idaho","16",73,0,23,0
2020-03-23,"Idaho","16",50,0,3,0
2020-03-22,"Idaho","16",47,0,5,0
2020-03-21,"Idaho","16",42,0,11,0
2020-03-20,"Idaho","16",31,0,8,0
2020-03-19,"Idaho","16",23,0,12,0
2020-03-18,"Idaho","16",11,0,2,0
2020-03-17,"Idaho","16",9,0,4,0
2020-03-16,"Idaho","16",5,0,0,0
2020-03-15,"Idaho","16",5,0,0,0
2020-03-14,"Idaho","16",5,0,4,0
2020-03-13,"Idaho","16",1,0,1,0
2020-05-15,"Illinois","17",90529,4075,2448,130
2020-05-14,"Illinois","17",88081,3945,3207,130
2020-05-13,"Illinois","17",84874,3815,1706,198
2020-05-12,"Illinois","17",83168,3617,4045,137
2020-05-11,"Illinois","17",79123,3480,1461,54
2020-05-10,"Illinois","17",77662,3426,1654,64
2020-05-09,"Illinois","17",76008,3362,2320,100
2020-05-08,"Illinois","17",73688,3262,2886,123
2020-05-07,"Illinois","17",70802,3139,2638,162
2020-05-06,"Illinois","17",68164,2977,2275,134
2020-05-05,"Illinois","17",65889,2843,2049,170
2020-05-04,"Illinois","17",63840,2673,2341,41
2020-05-03,"Illinois","17",61499,2632,2994,56
2020-05-02,"Illinois","17",58505,2576,2450,112
2020-05-01,"Illinois","17",56055,2464,3137,103
2020-04-30,"Illinois","17",52918,2361,2563,140
2020-04-29,"Illinois","17",50355,2221,2253,89
2020-04-28,"Illinois","17",48102,2132,2219,140
2020-04-27,"Illinois","17",45883,1992,1980,49
2020-04-26,"Illinois","17",43903,1943,2126,59
2020-04-25,"Illinois","17",41777,1884,2119,80
2020-04-24,"Illinois","17",39658,1804,2723,108
2020-04-23,"Illinois","17",36935,1696,1827,119
2020-04-22,"Illinois","17",35108,1577,2049,98
2020-04-21,"Illinois","17",33059,1479,1551,120
2020-04-20,"Illinois","17",31508,1359,1151,57
2020-04-19,"Illinois","17",30357,1302,1197,30
2020-04-18,"Illinois","17",29160,1272,1585,130
2020-04-17,"Illinois","17",27575,1142,1841,61
2020-04-16,"Illinois","17",25734,1081,1141,123
2020-04-15,"Illinois","17",24593,958,1346,80
2020-04-14,"Illinois","17",23247,878,1222,78
2020-04-13,"Illinois","17",22025,800,1173,73
2020-04-12,"Illinois","17",20852,727,1672,45
2020-04-11,"Illinois","17",19180,682,1293,75
2020-04-10,"Illinois","17",17887,607,1465,73
2020-04-09,"Illinois","17",16422,534,1344,70
2020-04-08,"Illinois","17",15078,464,1529,80
2020-04-07,"Illinois","17",13549,384,1287,75
2020-04-06,"Illinois","17",12262,309,986,27
2020-04-05,"Illinois","17",11276,282,919,34
2020-04-04,"Illinois","17",10357,248,1453,37
2020-04-03,"Illinois","17",8904,211,1209,46
2020-04-02,"Illinois","17",7695,165,717,19
2020-04-01,"Illinois","17",6978,146,986,39
2020-03-31,"Illinois","17",5992,107,922,23
2020-03-30,"Illinois","17",5070,84,457,14
2020-03-29,"Illinois","17",4613,70,1066,20
2020-03-28,"Illinois","17",3547,50,518,13
2020-03-27,"Illinois","17",3029,37,491,11
2020-03-26,"Illinois","17",2538,26,664,5
2020-03-25,"Illinois","17",1874,21,339,5
2020-03-24,"Illinois","17",1535,16,250,4
2020-03-23,"Illinois","17",1285,12,238,3
2020-03-22,"Illinois","17",1047,9,296,3
2020-03-21,"Illinois","17",751,6,168,1
2020-03-20,"Illinois","17",583,5,163,1
2020-03-19,"Illinois","17",420,4,134,3
2020-03-18,"Illinois","17",286,1,127,0
2020-03-17,"Illinois","17",159,1,55,1
2020-03-16,"Illinois","17",104,0,10,0
2020-03-15,"Illinois","17",94,0,28,0
2020-03-14,"Illinois","17",66,0,20,0
2020-03-13,"Illinois","17",46,0,14,0
2020-03-12,"Illinois","17",32,0,7,0
2020-03-11,"Illinois","17",25,0,6,0
2020-03-10,"Illinois","17",19,0,8,0
2020-03-09,"Illinois","17",11,0,4,0
2020-03-08,"Illinois","17",7,0,1,0
2020-03-07,"Illinois","17",6,0,0,0
2020-03-06,"Illinois","17",6,0,1,0
2020-03-05,"Illinois","17",5,0,1,0
2020-03-04,"Illinois","17",4,0,0,0
2020-03-03,"Illinois","17",4,0,0,0
2020-03-02,"Illinois","17",4,0,1,0
2020-03-01,"Illinois","17",3,0,0,0
2020-02-29,"Illinois","17",3,0,1,0
2020-02-28,"Illinois","17",2,0,0,0
2020-02-27,"Illinois","17",2,0,0,0
2020-02-26,"Illinois","17",2,0,0,0
2020-02-25,"Illinois","17",2,0,0,0
2020-02-24,"Illinois","17",2,0,0,0
2020-02-23,"Illinois","17",2,0,0,0
2020-02-22,"Illinois","17",2,0,0,0
2020-02-21,"Illinois","17",2,0,0,0
2020-02-20,"Illinois","17",2,0,0,0
2020-02-19,"Illinois","17",2,0,0,0
2020-02-18,"Illinois","17",2,0,0,0
2020-02-17,"Illinois","17",2,0,0,0
2020-02-16,"Illinois","17",2,0,0,0
2020-02-15,"Illinois","17",2,0,0,0
2020-02-14,"Illinois","17",2,0,0,0
2020-02-13,"Illinois","17",2,0,0,0
2020-02-12,"Illinois","17",2,0,0,0
2020-02-11,"Illinois","17",2,0,0,0
2020-02-10,"Illinois","17",2,0,0,0
2020-02-09,"Illinois","17",2,0,0,0
2020-02-08,"Illinois","17",2,0,0,0
2020-02-07,"Illinois","17",2,0,0,0
2020-02-06,"Illinois","17",2,0,0,0
2020-02-05,"Illinois","17",2,0,0,0
2020-02-04,"Illinois","17",2,0,0,0
2020-02-03,"Illinois","17",2,0,0,0
2020-02-02,"Illinois","17",2,0,0,0
2020-02-01,"Illinois","17",2,0,0,0
2020-01-31,"Illinois","17",2,0,0,0
2020-01-30,"Illinois","17",2,0,1,0
2020-01-29,"Illinois","17",1,0,0,0
2020-01-28,"Illinois","17",1,0,0,0
2020-01-27,"Illinois","17",1,0,0,0
2020-01-26,"Illinois","17",1,0,0,0
2020-01-25,"Illinois","17",1,0,0,0
2020-01-24,"Illinois","17",1,0,1,0
2020-05-15,"Indiana","18",27281,1691,654,45
2020-05-14,"Indiana","18",26627,1646,583,27
2020-05-13,"Indiana","18",26044,1619,368,41
2020-05-12,"Indiana","18",25676,1578,542,38
2020-05-11,"Indiana","18",25134,1540,501,32
2020-05-10,"Indiana","18",24633,1508,394,18
2020-05-09,"Indiana","18",24239,1490,619,43
2020-05-08,"Indiana","18",23620,1447,678,33
2020-05-07,"Indiana","18",22942,1414,656,37
2020-05-06,"Indiana","18",22286,1377,863,51
2020-05-05,"Indiana","18",21423,1326,568,62
2020-05-04,"Indiana","18",20855,1264,588,18
2020-05-03,"Indiana","18",20267,1246,638,17
2020-05-02,"Indiana","18",19629,1229,688,54
2020-05-01,"Indiana","18",18941,1175,842,61
2020-04-30,"Indiana","18",18099,1114,690,49
2020-04-29,"Indiana","18",17409,1065,626,73
2020-04-28,"Indiana","18",16783,992,646,60
2020-04-27,"Indiana","18",16137,932,1125,119
2020-04-26,"Indiana","18",15012,813,617,28
2020-04-25,"Indiana","18",14395,785,715,44
2020-04-24,"Indiana","18",13680,741,641,35
2020-04-23,"Indiana","18",13039,706,601,45
